"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Aarón Escandell","Las Palmas","ESP","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Abde Ezzalzouli","Betis","MAR","FW",NA,21,0,1,1,0,4,1,25,0,0,19.1,0,20,12,8,2,1,1
"Abde Ezzalzouli","Betis","MAR","FW",NA,21,0,1,1,0,4,1,25,0,0,19.1,0,2,2,0,0,0,0
"Abde Ezzalzouli","Betis","MAR","FW",NA,21,0,1,1,0,33,8,24.2,0.03,0.13,17.8,0,20,12,8,2,1,1
"Abde Ezzalzouli","Betis","MAR","FW",NA,21,0,1,1,0,33,8,24.2,0.03,0.13,17.8,0,2,2,0,0,0,0
"Abde Ezzalzouli","Barcelona","MAR","FW","MF",21,0,0,0,0,4,1,25,0,0,19.1,0,20,12,8,2,1,1
"Abde Ezzalzouli","Barcelona","MAR","FW","MF",21,0,0,0,0,4,1,25,0,0,19.1,0,2,2,0,0,0,0
"Abde Ezzalzouli","Barcelona","MAR","FW","MF",21,0,0,0,0,33,8,24.2,0.03,0.13,17.8,0,20,12,8,2,1,1
"Abde Ezzalzouli","Barcelona","MAR","FW","MF",21,0,0,0,0,33,8,24.2,0.03,0.13,17.8,0,2,2,0,0,0,0
"Abdel Abqar","Alavés","MAR","DF",NA,24,0,0,0,0,10,3,30,0,0,12.1,0,12,9,3,0,0,0
"Abdellah Raihani","Atlético Madrid","MAR","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Abderrahman Rebbach","Alavés","ALG","FW","MF",24,0,1,0,0,17,4,23.5,0.06,0.25,19.4,1,29,15,14,0,0,0
"Abdón Prats","Mallorca","ESP","FW","MF",30,1,7,0,0,33,14,42.4,0.18,0.43,14.8,2,23,16,7,3,3,0
"Abdul Mumin","Rayo Vallecano","GHA","DF",NA,25,0,1,0,0,6,1,16.7,0.17,1,15.9,0,11,8,3,0,0,0
"Abner","Betis","BRA","DF",NA,23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,14,13,1,0,0,0
"Adnan Januzaj","Sevilla","BEL","FW","MF",28,0,0,0,0,6,1,16.7,0,0,16.8,0,6,2,4,0,0,0
"Adri Bosch","Granada","ESP","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Adri Embarba","Almería","ESP","FW","MF",31,2,5,1,1,63,24,38.1,0.03,0.08,24.1,12,108,59,49,8,4,4
"Adrià Altimira","Villarreal","ESP","DF","MF",22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,1,1,0
"Adrià Pedrosa","Sevilla","ESP","DF",NA,25,4,5,0,0,16,4,25,0.06,0.25,22,0,52,38,14,4,4,0
"Adu Ares","Athletic Club","ESP","FW",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,0
"Aiham Ousou","Cádiz","SYR","DF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Aihen Muñoz","Real Sociedad","ESP","DF",NA,25,2,2,0,0,7,2,28.6,0,0,24.2,0,24,19,5,3,2,1
"Aimar Oroz","Osasuna","ESP","MF",NA,21,1,3,1,1,24,5,20.8,0.04,0.2,18,1,70,60,10,3,2,1
"Aingeru Olabarrieta","Athletic Club","ESP","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Aïssa Mandi","Villarreal","ALG","DF",NA,31,0,1,0,0,4,2,50,0.25,0.5,12.8,0,15,15,0,0,0,0
"Aitor Fernández","Osasuna","ESP","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Aitor Paredes","Athletic Club","ESP","DF",NA,23,0,1,0,0,14,3,21.4,0.07,0.33,9.7,0,15,15,0,1,1,0
"Aitor Ruibal","Betis","ESP","DF","FW",27,1,3,0,0,13,2,15.4,0.15,1,22.1,0,33,27,6,3,3,0
"Alberto Dadie","Real Sociedad","ESP","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Alberto Marí","Valencia","ESP","FW",NA,22,1,2,1,1,6,2,33.3,0,0,11.4,0,8,6,2,3,1,2
"Alberto Moleiro","Las Palmas","ESP","FW","MF",19,3,6,0,0,33,10,30.3,0.09,0.3,20,0,67,53,14,5,5,0
"Alberto Moreno","Villarreal","ESP","DF",NA,31,2,4,0,0,17,5,29.4,0.12,0.4,19.8,0,36,27,9,8,5,3
"Alberto Perea","Granada","ESP","MF","FW",32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Alberto Risco","Getafe","ESP","MF",NA,17,0,0,0,0,2,1,50,0,0,8.9,0,8,7,1,0,0,0
"Alberto Soro","Granada","ESP","MF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aleix García","Girona","ESP","MF",NA,26,6,9,0,0,39,12,30.8,0.08,0.25,26.4,8,129,82,47,21,16,5
"Alejandro Balde","Barcelona","ESP","DF",NA,19,1,1,0,0,5,1,20,0,0,21.2,0,29,26,3,4,4,0
"Alejandro Pozo Pozo","Almería","ESP","DF","MF",24,0,0,0,0,4,3,75,0,0,23.3,0,25,18,7,3,1,2
"Alejo Véliz","Sevilla","ARG","FW",NA,19,0,0,0,0,2,2,100,0,0,10.1,0,1,1,0,0,0,0
"Aleksandar Radovanović","Almería","SRB","DF",NA,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Aleksandar Sedlar","Alavés","SRB","DF",NA,31,0,1,0,0,4,1,25,0.25,1,10.7,0,9,6,3,0,0,0
"Alex Baena","Villarreal","ESP","MF","FW",22,14,16,1,0,72,25,34.7,0.03,0.08,20.8,5,151,93,58,22,14,8
"Álex Berenguer","Athletic Club","ESP","FW",NA,28,3,10,1,1,31,11,35.5,0.19,0.55,16.4,3,60,26,34,8,3,5
"Álex Centelles","Almería","ESP","DF",NA,25,1,1,0,0,2,1,50,0,0,21.2,0,27,22,5,2,2,0
"Álex Fernández","Cádiz","ESP","MF",NA,30,1,1,0,0,7,1,14.3,0,0,24,0,26,17,9,2,2,0
"Álex Remiro","Real Sociedad","ESP","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,3,3,0,0,0
"Alex Sola","Alavés","ESP","FW","MF",24,3,3,0,0,28,7,25,0,0,17.6,2,1,0,1,0,0,0
"Alex Sola","Alavés","ESP","FW","MF",24,3,3,0,0,28,7,25,0,0,17.6,2,69,32,37,4,2,2
"Alex Sola","Real Sociedad","ESP","DF","MF",24,0,0,0,0,28,7,25,0,0,17.6,2,1,0,1,0,0,0
"Alex Sola","Real Sociedad","ESP","DF","MF",24,0,0,0,0,28,7,25,0,0,17.6,2,69,32,37,4,2,2
"Álex Suárez","Las Palmas","ESP","DF",NA,30,0,2,0,0,7,5,71.4,0.29,0.4,9.9,0,18,13,5,2,1,1
"Alexander Sørloth","Villarreal","NOR","FW",NA,27,6,29,0,0,78,36,46.2,0.29,0.64,12.1,0,68,51,17,17,8,9
"Alfonso Espino","Rayo Vallecano","URU","DF",NA,31,1,1,0,0,18,5,27.8,0,0,22.2,0,54,44,10,1,1,0
"Alfonso Pedraza","Villarreal","ESP","DF",NA,27,3,4,0,0,9,4,44.4,0.11,0.25,16.5,0,32,25,7,3,2,1
"Álvaro Carreras","Granada","ESP","MF","FW",20,0,0,0,0,7,1,14.3,0,0,12.3,0,17,12,5,1,0,1
"Álvaro García","Rayo Vallecano","ESP","FW","MF",30,1,7,0,0,45,17,37.8,0.13,0.35,16,0,79,58,21,5,4,1
"Álvaro Lemos","Las Palmas","ESP","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Álvaro Morata","Atlético Madrid","ESP","FW",NA,30,3,18,1,0,66,33,50,0.23,0.45,11.4,0,40,25,15,10,5,5
"Álvaro Negredo","Cádiz","ESP","FW","MF",37,0,0,0,0,3,1,33.3,0,0,29.1,1,3,2,1,0,0,0
"Álvaro Odriozola","Real Sociedad","ESP","DF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,0,0,0
"Álvaro Rodríguez","Real Madrid","URU","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Álvaro Vallés","Las Palmas","ESP","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,1,1,0
"Amath","Mallorca","SEN","FW","MF",27,0,0,0,0,12,2,16.7,0,0,14.1,0,17,6,11,0,0,0
"Anastasios Douvikas","Celta Vigo","GRE","FW",NA,23,1,8,0,0,26,15,57.7,0.27,0.47,13.5,0,20,11,9,2,2,0
"Ander Barrenetxea","Real Sociedad","ESP","FW","MF",21,1,5,0,0,37,12,32.4,0.11,0.33,17.7,1,41,27,14,4,2,2
"Ander Guevara","Alavés","ESP","MF",NA,26,0,1,0,0,16,2,12.5,0.06,0.5,23.2,0,69,58,11,3,2,1
"Ander Herrera","Athletic Club","ESP","MF",NA,33,3,3,0,0,14,2,14.3,0,0,21.2,0,30,27,3,3,3,0
"Andoni Gorosabel","Alavés","ESP","DF",NA,26,0,1,0,0,15,6,40,0.07,0.17,23.4,0,59,46,13,2,2,0
"André Ferreira","Granada","POR","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"André Silva","Real Sociedad","POR","FW",NA,27,0,3,1,1,15,5,33.3,0.13,0.4,19.1,1,9,9,0,0,0,0
"Andreas Christensen","Barcelona","DEN","DF","MF",27,2,4,0,0,12,4,33.3,0.17,0.5,13,0,28,25,3,3,2,1
"Andrei Ratiu","Rayo Vallecano","ROU","DF","MF",25,0,0,0,0,6,1,16.7,0,0,16.5,0,11,10,1,0,0,0
"Andrés Guardado","Betis","MEX","MF",NA,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,15,12,3,0,0,0
"Andriy Lunin","Real Madrid","UKR","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Ángel Correa","Atlético Madrid","ARG","FW","MF",28,2,11,1,1,42,19,45.2,0.19,0.42,17,1,68,48,20,11,8,3
"Ansu Fati","Barcelona","ESP","MF","FW",20,0,0,0,0,7,1,14.3,0,0,18.6,0,1,0,1,0,0,0
"Antal Yaakobishvili","Girona","HUN","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
