"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Aarón Martín","Genoa","ESP","DF",NA,26,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,33,20,13,2,2,0
"Abdou Harroui","Frosinone","NED","MF","FW",25,3,6,1,1,32,11,34.4,0.06,0.18,21.1,0,39,27,12,4,3,1
"Adam Marušić","Lazio","MNE","DF",NA,30,0,1,0,0,8,3,37.5,0.13,0.33,19.9,0,34,29,5,2,2,0
"Adam Masina","Torino","MAR","DF",NA,29,0,0,0,0,1,1,100,0,0,21.9,0,2,1,1,0,0,0
"Adam Masina","Torino","MAR","DF",NA,29,0,0,0,0,1,1,100,0,0,21.9,0,10,8,2,0,0,0
"Adam Masina","Torino","MAR","DF",NA,29,0,0,0,0,5,1,20,0,0,13.4,0,2,1,1,0,0,0
"Adam Masina","Torino","MAR","DF",NA,29,0,0,0,0,5,1,20,0,0,13.4,0,10,8,2,0,0,0
"Adam Masina","Udinese","MAR","DF",NA,29,0,0,0,0,1,1,100,0,0,21.9,0,2,1,1,0,0,0
"Adam Masina","Udinese","MAR","DF",NA,29,0,0,0,0,1,1,100,0,0,21.9,0,10,8,2,0,0,0
"Adam Masina","Udinese","MAR","DF",NA,29,0,0,0,0,5,1,20,0,0,13.4,0,2,1,1,0,0,0
"Adam Masina","Udinese","MAR","DF",NA,29,0,0,0,0,5,1,20,0,0,13.4,0,10,8,2,0,0,0
"Adam Obert","Cagliari","SVK","DF",NA,20,0,0,0,0,3,3,100,0,0,18.8,0,16,15,1,4,4,0
"Ademola Lookman","Atalanta","NGA","FW","MF",25,7,18,0,0,67,24,35.8,0.16,0.46,14.3,0,101,65,36,14,9,5
"Adrien Rabiot","Juventus","FRA","MF",NA,28,3,8,0,0,38,16,42.1,0.13,0.31,16.9,0,64,54,10,5,4,1
"Adrien Tameze","Torino","CMR","DF","MF",29,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,32,29,3,4,2,2
"Agustín Martegani","Salernitana","ARG","MF",NA,23,0,1,0,0,15,4,26.7,0.07,0.25,24.3,0,19,16,3,2,2,0
"Ahmed Touba","Lecce","ALG","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Alan Matturro","Genoa","URU","DF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
