"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Tammy Abraham","Roma","ENG","FW",NA,25,1,0,0,0,6
"Francesco Acerbi","Inter","ITA","DF",NA,35,1,0,0,0,19
"Yacine Adli","Milan","FRA","MF",NA,23,3,0,0,0,26
"Michel Aebischer","Bologna","SUI","MF",NA,26,8,0,0,0,37
"Lucien Agoume","Inter","FRA","MF",NA,21,0,0,0,0,0
"Marley Aké","Udinese","FRA","FW",NA,22,0,0,0,0,0
"Jean-Daniel Akpa-Akpro","Monza","CIV","MF",NA,30,5,0,0,0,15
"David Akpan Ankeye","Genoa","NGA","FW",NA,21,0,0,0,0,2
"Luis Alberto","Lazio","ESP","MF",NA,30,7,0,0,0,16
"Carlos Alcaraz","Juventus","ARG","MF",NA,20,0,0,0,0,5
"Pontus Almqvist","Lecce","SWE","FW","MF",24,5,0,0,0,29
"Lorenzo Amatucci","Fiorentina","ITA","MF",NA,19,0,0,0,0,1
"Bruno Amione","Hellas Verona","ARG","DF",NA,21,2,0,0,0,10
"Felipe Anderson","Lazio","BRA","FW","MF",30,3,0,0,0,30
"Angeliño","Roma","ESP","DF",NA,26,2,0,0,0,13
"Houssem Aouar","Roma","ALG","MF","FW",25,3,0,0,0,10
"Marko Arnautović","Inter","AUT","FW",NA,34,0,0,0,0,11
"Kristjan Asllani","Inter","ALB","MF",NA,21,1,0,0,0,4
"Emil Audero","Inter","ITA","GK",NA,26,0,0,0,0,0
"Tommaso Augello","Cagliari","ITA","DF",NA,28,5,0,0,0,15
"Carlos Augusto","Inter","BRA","DF",NA,24,1,0,0,0,17
"Yann Aurel Bisseck","Inter","GER","DF",NA,22,0,0,0,0,6
"Sardar Azmoun","Roma","IRN","FW","MF",28,4,0,0,0,8
"Paulo Azzi","Cagliari","BRA","DF","MF",29,1,0,0,0,5
"Oussama El Azzouzi","Bologna","MAR","MF",NA,22,4,0,0,0,14
"Milan Badelj","Genoa","CRO","MF",NA,34,6,0,0,0,24
"Jaime Báez","Frosinone","URU","FW","MF",28,1,0,0,0,6
"Nedim Bajrami","Sassuolo","ALB","MF","FW",24,0,0,0,0,12
"Mitchel Bakker","Atalanta","NED","DF",NA,23,1,0,0,0,4
"Tommaso Baldanzi","Empoli","ITA","MF","FW",20,1,0,0,0,4
"Tommaso Baldanzi","Roma","ITA","FW","MF",20,2,0,0,0,7
"Lameck Banda","Lecce","ZAM","FW",NA,22,5,1,0,1,32
"Daniel Bandeira","Hellas Verona","POR","MF",NA,23,2,0,0,0,5
"Mattia Bani","Genoa","ITA","DF",NA,29,9,0,0,0,21
"Antonín Barák","Fiorentina","CZE","MF","FW",28,2,0,0,0,8
"Nicolò Barella","Inter","ITA","MF",NA,26,7,0,0,0,28
"Enzo Barrenechea","Frosinone","ARG","MF",NA,22,10,0,0,0,32
"Davide Bartesaghi","Milan","ITA","DF","MF",17,0,0,0,0,1
"Federico Baschirotto","Lecce","ITA","DF",NA,26,3,1,0,1,30
"Toma Bašić","Salernitana","CRO","MF",NA,26,5,0,0,0,14
"Alessandro Bastoni","Inter","ITA","DF",NA,24,5,0,0,0,31
"Simone Bastoni","Empoli","ITA","MF","DF",26,3,0,0,0,17
"Raoul Bellanova","Torino","ITA","DF",NA,23,5,0,0,0,14
"Andrea Belotti","Fiorentina","ITA","FW",NA,29,0,0,0,0,15
"Andrea Belotti","Roma","ITA","FW",NA,29,1,0,0,0,14
