"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Aaron Cresswell","West Ham","ENG","DF","FW",33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,7,5,1,1,0
"Aaron Hickey","Brentford","SCO","DF",NA,21,0,0,0,0,7,1,14.3,0,0,25.3,0,7,6,1,0,0,0
"Aaron Ramsdale","Arsenal","ENG","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aaron Ramsey","Burnley","ENG","MF","FW",20,0,0,0,0,6,2,33.3,0,0,16.5,0,5,5,0,0,0,0
"Aaron Wan-Bissaka","Manchester Utd","ENG","DF",NA,25,2,2,0,0,3,1,33.3,0,0,20.2,0,26,24,2,3,3,0
"Abdoulaye Doucouré","Everton","MLI","FW","MF",30,1,8,0,0,47,21,44.7,0.15,0.33,12.2,0,67,59,8,5,3,2
"Adam Lallana","Brighton","ENG","MF","FW",35,1,1,0,0,11,2,18.2,0,0,17.8,0,28,27,1,1,1,0
"Adam Smith","Bournemouth","ENG","DF",NA,32,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,31,26,5,5,5,0
"Adam Webster","Brighton","ENG","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,13,1,0,0,0
"Adam Wharton","Crystal Palace","ENG","MF",NA,19,3,3,0,0,10,1,10,0,0,24.2,0,37,30,7,5,5,0
"Adama Traoré","Fulham","ESP","FW","MF",27,3,5,0,0,11,7,63.6,0.18,0.29,16,0,14,12,2,5,4,1
"Albert Sambi Lokonga","Luton Town","BEL","MF",NA,23,3,4,0,0,8,2,25,0.13,0.5,20.9,0,27,22,5,3,3,0
"Alejandro Garnacho","Manchester Utd","ARG","FW",NA,19,4,11,0,0,100,27,27,0.07,0.26,15.8,0,119,80,39,15,10,5
"Alejo Véliz","Tottenham","ARG","FW",NA,19,0,1,0,0,2,1,50,0.5,1,8.9,0,1,0,1,0,0,0
"Aleksandar Mitrović","Fulham","SRB","FW",NA,28,0,0,0,0,2,1,50,0,0,11,0,2,1,1,1,1,0
"Alex Iwobi","Fulham","NGA","FW","MF",27,2,7,0,0,4,2,50,0,0,16.2,0,12,6,6,0,0,0
"Alex Iwobi","Fulham","NGA","FW","MF",27,2,7,0,0,4,2,50,0,0,16.2,0,103,87,16,10,8,2
"Alex Iwobi","Fulham","NGA","FW","MF",27,2,7,0,0,51,18,35.3,0.1,0.28,18.5,0,12,6,6,0,0,0
"Alex Iwobi","Fulham","NGA","FW","MF",27,2,7,0,0,51,18,35.3,0.1,0.28,18.5,0,103,87,16,10,8,2
"Alex Iwobi","Everton","NGA","MF",NA,27,0,0,0,0,4,2,50,0,0,16.2,0,12,6,6,0,0,0
"Alex Iwobi","Everton","NGA","MF",NA,27,0,0,0,0,4,2,50,0,0,16.2,0,103,87,16,10,8,2
"Alex Iwobi","Everton","NGA","MF",NA,27,0,0,0,0,51,18,35.3,0.1,0.28,18.5,0,12,6,6,0,0,0
"Alex Iwobi","Everton","NGA","MF",NA,27,0,0,0,0,51,18,35.3,0.1,0.28,18.5,0,103,87,16,10,8,2
"Alex Matos","Chelsea","ENG","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Álex Moreno","Aston Villa","ESP","DF",NA,30,0,2,0,0,8,4,50,0.25,0.5,12.3,0,22,19,3,1,1,0
"Alex Murphy","Newcastle Utd","IRL","DF","FW",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Alex Scott","Bournemouth","ENG","MF",NA,19,1,2,0,0,15,3,20,0.07,0.33,22.8,2,44,32,12,3,2,1
"Alexander Isak","Newcastle Utd","SWE","FW",NA,23,2,23,6,5,72,36,50,0.22,0.44,14.5,1,72,45,27,10,4,6
"Alexis Mac Allister","Liverpool","ARG","MF",NA,24,5,10,1,1,43,8,18.6,0.09,0.5,23.3,2,108,92,16,12,10,2
"Alfie Doughty","Luton Town","ENG","DF",NA,23,8,10,0,0,26,8,30.8,0.08,0.25,16.3,2,115,57,58,16,8,8
"Alfie Gilchrist","Chelsea","ENG","DF",NA,19,0,1,0,0,5,1,20,0.2,1,13.5,0,3,2,1,0,0,0
"Alisson","Liverpool","BRA","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,10,1,0,0,0
"Alphonse Areola","West Ham","FRA","GK",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Amad Diallo","Manchester Utd","CIV","FW","MF",21,1,2,0,0,10,4,40,0.1,0.25,19.3,0,20,16,4,0,0,0
"Amadou Diallo","Newcastle Utd","ENG","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Amadou Onana","Everton","BEL","MF",NA,21,0,2,0,0,29,6,20.7,0.07,0.33,19.3,0,56,47,9,1,0,1
"Amari'i Bell","Luton Town","JAM","DF",NA,29,0,0,0,0,2,2,100,0,0,18.8,0,25,22,3,3,3,0
"Ameen Al-Dakhil","Burnley","BEL","DF",NA,21,0,1,0,0,8,3,37.5,0.13,0.33,16,0,8,5,3,1,1,0
"Anass Zaroury","Burnley","MAR","FW","MF",22,0,0,0,0,3,1,33.3,0,0,20.9,0,2,1,1,0,0,0
"Andre Brooks","Sheffield Utd","ENG","MF","DF",19,0,0,0,0,9,2,22.2,0,0,19.5,0,9,6,3,0,0,0
"André Gomes","Everton","POR","MF","FW",30,0,1,0,0,8,4,50,0.13,0.25,22.4,2,18,13,5,1,1,0
"André Onana","Manchester Utd","CMR","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,6,0,1,1,0
"Andreas Pereira","Fulham","BRA","MF",NA,27,7,10,0,0,52,16,30.8,0.06,0.19,21.9,7,137,80,57,15,10,5
"Andrew Omobamidele","Nott'ham Forest","IRL","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,0,1
"Andrew Robertson","Liverpool","SCO","DF",NA,29,2,5,0,0,12,6,50,0.25,0.5,12.5,0,97,62,35,5,3,2
"Andrey Santos","Nott'ham Forest","BRA","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Andros Townsend","Luton Town","ENG","MF","FW",32,3,4,0,0,20,7,35,0.05,0.14,23.7,2,36,24,12,6,4,2
"Anel Ahmedhodžić","Sheffield Utd","BIH","DF",NA,24,0,2,0,0,19,5,26.3,0.11,0.4,11.9,0,26,23,3,1,0,1
"Angelo Ogbonna","West Ham","ITA","DF",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Anis Ben Slimane","Sheffield Utd","TUN","MF",NA,22,0,0,0,0,8,3,37.5,0,0,18.2,0,12,8,4,0,0,0
"Ansu Fati","Brighton","ESP","MF","FW",20,0,2,0,0,26,11,42.3,0.08,0.18,14.6,0,23,16,7,3,2,1
"Anthony Elanga","Nott'ham Forest","SWE","FW","MF",21,9,14,0,0,54,22,40.7,0.09,0.23,16.2,0,70,53,17,13,12,1
"Anthony Gordon","Newcastle Utd","ENG","FW",NA,22,10,21,1,1,80,29,36.3,0.13,0.34,17.3,1,143,86,57,29,13,16
"Anthony Martial","Manchester Utd","FRA","FW",NA,27,0,1,0,0,6,4,66.7,0.17,0.25,12.9,0,11,9,2,1,0,1
"Antoine Semenyo","Bournemouth","GHA","FW",NA,23,2,10,0,0,70,30,42.9,0.11,0.27,17.8,0,72,50,22,7,4,3
"Antonee Robinson","Fulham","USA","DF",NA,25,6,6,0,0,16,7,43.8,0,0,22.9,0,69,63,6,7,7,0
"Antony","Manchester Utd","BRA","FW",NA,23,1,2,0,0,43,15,34.9,0.02,0.07,18.9,0,55,45,10,3,1,2
"Antwoine Hackford","Sheffield Utd","ENG","FW",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Arijanet Muric","Burnley","KVX","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,1,0
"Armando Broja","Chelsea","ALB","FW",NA,21,0,1,0,0,13,2,15.4,0.08,0.5,11.1,0,1,1,0,0,0,0
"Armando Broja","Chelsea","ALB","FW",NA,21,0,1,0,0,13,2,15.4,0.08,0.5,11.1,0,8,5,3,1,0,1
"Armando Broja","Fulham","ALB","FW",NA,21,1,1,0,0,13,2,15.4,0.08,0.5,11.1,0,1,1,0,0,0,0
"Armando Broja","Fulham","ALB","FW",NA,21,1,1,0,0,13,2,15.4,0.08,0.5,11.1,0,8,5,3,1,0,1
