"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Aaron Ramsey","Nice","WAL","MF",NA,31,1,2,0,0,22,6,27.3,0.05,0.17,15.3,1,62,42,20,4,2,2
"Abdallah Sima","Angers","SEN","FW",NA,21,1,6,0,0,39,10,25.6,0.13,0.5,12.7,0,34,24,10,7,2,5
"Abdoul Kader Bamba","Nantes","FRA","FW","MF",28,0,0,0,0,1,1,100,0,0,19.3,0,3,2,1,0,0,0
"Abdoulaye Bamba","Angers","CIV","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,7,1,0,0,0
"Abdu Conté","Troyes","POR","DF",NA,24,2,3,0,0,4,2,50,0.25,0.5,15.3,0,24,20,4,2,2,0
"Achraf Dari","Brest","MAR","DF",NA,23,0,1,0,0,4,2,50,0.25,0.5,15.4,0,7,3,4,2,1,1
"Achraf Hakimi","Paris S-G","MAR","DF","MF",23,3,8,0,0,18,9,50,0.28,0.56,14.9,0,75,64,11,9,5,4
"Adam Buksa","Lens","POL","FW","MF",26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Adam Ounas","Lille","ALG","FW","MF",25,1,2,0,0,26,9,34.6,0.04,0.11,19.1,3,56,36,20,6,3,3
"Adil Aouchiche","Lorient","FRA","MF",NA,20,0,0,0,0,8,3,37.5,0,0,17.1,0,5,3,2,0,0,0
"Adil Rami","Troyes","FRA","DF",NA,36,1,1,0,0,9,3,33.3,0,0,26,0,9,7,2,1,1,0
"Ado Onaiwu","Toulouse","JPN","FW",NA,26,1,3,0,0,19,4,21.1,0.11,0.5,17.2,0,20,18,2,1,1,0
