"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Yunis Abdelhamid","Reims","MAR","DF",NA,34,82,50,60.9756097560976,52,52,75,65,27,38,64,116,1
"Himad Abdelli","Angers","ALG","MF","FW",22,64,38,59.375,67,67,46.3,30,1,29,28,15,0
"Salis Abdul Samed","Lens","GHA","MF",NA,22,46,26,56.5217391304348,52,52,55.8,38,9,29,36,26,0
"Laurent Abergel","Lorient","FRA","MF",NA,29,92,52,56.5217391304348,92,92,42.4,47,8,39,34,39,0
"Matthis Abline","Auxerre","FRA","FW","MF",19,4,2,50,5,5,0,6,1,5,1,1,0
"Matthis Abline","Rennes","FRA","FW","MF",19,1,1,100,1,1,100,1,0,1,2,1,0
"Zakaria Aboukhlal","Toulouse","MAR","FW","MF",22,33,23,69.6969696969697,45,45,31.1,18,1,17,22,23,0
"Mohamed Achi","Nantes","FRA","FW",NA,20,1,1,100,1,1,100,0,0,0,0,0,0
"Martin Adeline","Reims","FRA","MF","FW",18,3,3,100,4,4,75,3,1,2,3,3,0
"Emmanuel Agbadou","Reims","CIV","DF",NA,25,71,49,69.0140845070423,65,65,64.6,30,14,16,32,107,3
"Lucien Agoume","Troyes","FRA","MF",NA,20,42,25,59.5238095238095,33,33,51.5,14,5,9,27,24,0
"Ruben Aguilar","Monaco","FRA","DF",NA,29,19,9,47.3684210526316,22,22,36.4,13,1,12,18,28,1
"Amar Ahmed","Troyes","SWE","FW",NA,18,1,1,100,1,1,0,0,0,0,1,0,0
"Jean-Eudes Aholou","Strasbourg","CIV","MF",NA,28,34,20,58.8235294117647,31,31,38.7,25,0,25,24,15,0
"Ludovic Ajorque","Strasbourg","FRA","FW",NA,28,5,4,80,9,9,33.3,3,1,2,2,7,0
"Maghnes Akliouche","Monaco","FRA","MF","FW",20,7,4,57.1428571428571,8,8,25,2,0,2,3,2,0
"Jim Allevinah","Clermont Foot","GAB","DF","FW",27,39,24,61.5384615384615,62,62,30.6,24,2,22,24,26,1
"Mickaël Alphonse","Ajaccio","GLP","DF",NA,33,35,23,65.7142857142857,33,33,60.6,17,5,12,35,44,1
"Ibrahim Amadou","Angers","FRA","DF","MF",29,10,7,70,11,11,63.6,7,3,4,10,20,0
"Ayoub Amraoui","Nice","MAR","DF","FW",18,6,5,83.3333333333333,5,5,40,1,0,1,4,4,0
"Benjamin André","Lille","FRA","MF",NA,31,128,74,57.8125,121,121,53.7,50,8,42,47,60,0
"Komnen Andrić","Clermont Foot","SRB","FW",NA,27,13,5,38.4615384615385,15,15,13.3,8,1,7,8,13,0
"Houssem Aouar","Lyon","ALG","MF",NA,24,12,5,41.6666666666667,9,9,33.3,12,2,10,8,3,0
"Adil Aouchiche","Lorient","FRA","MF",NA,20,5,2,40,9,9,11.1,1,0,1,4,1,0
"Dennis Appiah","Nantes","FRA","DF","MF",30,21,11,52.3809523809524,27,27,37,13,5,8,10,16,0
"Taïryk Arconte","Brest","FRA","FW",NA,18,1,1,100,3,3,0,1,0,1,0,2,0
"Lorenz Assignon","Rennes","TOG","DF",NA,22,6,2,33.3333333333333,4,4,50,6,0,6,2,9,0
"Youcef Atal","Nice","ALG","DF","MF",26,38,22,57.8947368421053,32,32,71.9,9,0,9,14,13,0
"Valentin Atangana Edoa","Reims","FRA","MF",NA,16,8,3,37.5,6,6,50,2,1,1,0,1,0
"Mathias Autret","Auxerre","FRA","MF","FW",31,22,10,45.4545454545455,16,16,43.8,14,2,12,12,13,0
"Cédric Avinel","Ajaccio","GLP","DF",NA,35,13,7,53.8461538461538,12,12,66.7,20,13,7,15,91,1
"Benoît Badiashile","Monaco","FRA","DF",NA,21,10,8,80,10,10,50,9,6,3,17,40,1
"Eric Bailly","Marseille","CIV","DF",NA,28,13,10,76.9230769230769,7,7,100,15,12,3,12,18,1
"Dénys Bain","Auxerre","FRA","DF",NA,29,4,3,75,2,2,50,2,1,1,2,4,0
"Brandon Baiye","Clermont Foot","BEL","MF",NA,21,3,2,66.6666666666667,3,3,66.7,1,0,1,1,3,0
"Cédric Bakambu","Marseille","COD","MF",NA,31,2,1,50,2,2,100,0,0,0,0,0,0
"Thierno Balde","Troyes","FRA","DF","MF",20,27,14,51.8518518518519,30,30,60,15,3,12,23,39,0
"Carlos Baleba","Lille","CMR","MF",NA,18,13,11,84.6153846153846,14,14,64.3,13,3,10,1,3,2
"Leonardo Balerdi","Marseille","ARG","DF",NA,23,57,37,64.9122807017544,45,45,71.1,48,29,19,63,91,1
"Folarin Balogun","Reims","USA","FW",NA,21,9,5,55.5555555555556,20,20,10,20,1,19,3,15,0
"Abdoulaye Bamba","Angers","CIV","DF",NA,32,22,12,54.5454545454545,19,19,84.2,7,3,4,18,38,0
"Jonathan Bamba","Lille","CIV","FW",NA,26,37,17,45.9459459459459,45,45,31.1,36,1,35,22,14,0
"Bradley Barcola","Lyon","FRA","FW","MF",19,25,16,64,39,39,20.5,29,0,29,19,10,0
"Melvin Bard","Nice","FRA","DF",NA,21,96,60,62.5,89,89,66.3,35,4,31,64,40,1
"Ross Barkley","Nice","ENG","MF","FW",28,16,9,56.25,13,13,53.8,7,2,5,8,6,0
"Mickaël Barreto","Ajaccio","FRA","MF",NA,31,32,20,62.5,45,45,17.8,17,0,17,18,11,0
"Cyrille Bayala","Ajaccio","BFA","MF",NA,26,53,37,69.811320754717,48,48,47.9,20,3,17,25,21,0
"Yanis Begraoui","Toulouse","MAR","FW","MF",21,2,0,0,2,2,50,0,0,0,1,0,0
"Alexis Beka Beka","Nice","FRA","MF","DF",21,16,5,31.25,15,15,26.7,9,1,8,12,6,0
"Jérémie Bela","Clermont Foot","ANG","DF","MF",29,6,4,66.6666666666667,4,4,75,10,1,9,9,8,0
"Reda Belahyane","Nice","FRA","MF",NA,18,8,6,75,5,5,60,5,1,4,2,0,0
"Youcef Belaïli","Ajaccio","ALG","MF","FW",30,18,10,55.5555555555556,20,20,40,10,1,9,5,4,0
"Youcef Belaïli","Brest","ALG","FW","MF",30,5,2,40,7,7,28.6,2,0,2,1,1,0
"Haris Belkebla","Brest","ALG","MF",NA,28,80,48,60,85,85,51.8,32,6,26,52,21,3
"Jean-Ricner Bellegarde","Strasbourg","FRA","MF","FW",24,47,25,53.1914893617021,25,25,44,26,3,23,26,22,0
"Jeanuël Belocian","Rennes","FRA","DF",NA,17,10,7,70,9,9,55.6,6,3,3,6,11,0
"Eliesse Ben Seghir","Monaco","MAR","FW","MF",17,18,10,55.5555555555556,12,12,33.3,18,1,17,4,1,0
"Wissam Ben Yedder","Monaco","FRA","FW",NA,31,16,9,56.25,13,13,30.8,15,0,15,4,0,0
"Nabil Bentaleb","Angers","ALG","MF",NA,27,74,40,54.0540540540541,61,61,59,33,11,22,44,29,3
"Patrick Berg","Lens","NOR","MF","FW",24,0,0,NA,1,1,0,0,0,0,1,0,0
"Mitchell van Bergen","Reims","NED","FW","DF",22,18,8,44.4444444444444,20,20,40,8,2,6,6,11,0
"Quentin Bernard","Auxerre","FRA","DF",NA,33,9,7,77.7777777777778,15,15,46.7,9,1,8,15,17,0
"Paul Bernardoni","Angers","FRA","GK",NA,25,2,0,0,3,3,66.7,1,0,1,1,12,1
"Juan Bernat","Paris S-G","ESP","DF","MF",29,32,16,50,39,39,53.8,11,2,9,9,22,1
"Veljko Birmančević","Toulouse","SRB","FW","MF",24,13,7,53.8461538461538,21,21,33.3,12,2,10,7,1,0
"Marco Bizot","Brest","NED","GK",NA,31,0,0,NA,1,1,0,1,0,1,0,24,4
"Ludovic Blas","Nantes","FRA","MF","FW",24,47,30,63.8297872340426,49,49,34.7,26,1,25,19,8,0
"Miha Blažič","Angers","SVN","DF",NA,29,8,6,75,15,15,46.7,25,19,6,22,80,1
"Myron Boadu","Monaco","NED","FW",NA,21,3,3,100,7,7,14.3,1,0,1,0,1,0
"Jérôme Boateng","Lyon","GER","DF",NA,33,3,0,0,6,6,33.3,8,5,3,6,16,0
"Quentin Boisgard","Lorient","FRA","MF",NA,25,6,2,33.3333333333333,4,4,75,3,1,2,4,2,0
"Neto Borges","Clermont Foot","BRA","DF",NA,25,75,45,60,75,75,61.3,45,11,34,41,62,1
"Kenji-Van Boto","Auxerre","MAD","DF",NA,26,3,2,66.6666666666667,4,4,50,0,0,0,1,3,0
"Kouamé Botué","Ajaccio","BFA","FW","MF",19,4,2,50,2,2,0,1,0,1,0,1,0
"Badredine Bouanani","Nice","ALG","FW","MF",17,13,9,69.2307692307692,14,14,50,4,0,4,1,2,0
"Hicham Boudaoui","Nice","ALG","MF",NA,22,67,32,47.7611940298507,53,53,66,34,5,29,36,16,0
"Franci Bouebari","Strasbourg","FRA","DF",NA,18,3,0,0,5,5,60,0,0,0,2,2,0
"Sofiane Boufal","Angers","MAR","FW","MF",28,14,9,64.2857142857143,14,14,21.4,6,0,6,5,1,0
"Ismaël Boura","Lens","COM","DF","FW",21,6,4,66.6666666666667,6,6,83.3,2,1,1,2,3,0
"Benjamin Bourigeaud","Rennes","FRA","MF","FW",28,45,29,64.4444444444444,65,65,32.3,38,3,35,31,32,0
"Bilal Brahimi","Nice","ALG","FW","MF",22,8,5,62.5,7,7,14.3,4,0,4,4,0,0
"Lilian Brassier","Brest","FRA","DF",NA,22,42,30,71.4285714285714,32,32,71.9,42,19,23,53,132,1
"Andreas Bruus","Troyes","DEN","DF","FW",23,12,6,50,20,20,40,13,2,11,17,24,0
"Joe Bryan","Nice","ENG","MF","DF",28,5,4,80,4,4,100,2,0,2,1,1,0
"Adam Buksa","Lens","POL","FW","MF",26,1,0,0,3,3,0,0,0,0,0,0,0
"Maxime Busi","Reims","BEL","DF",NA,22,21,16,76.1904761904762,29,29,44.8,14,6,8,14,24,0
"Marcin Bułka","Nice","POL","GK",NA,22,0,0,NA,1,1,0,0,0,0,1,0,0
"Rémy Cabella","Lille","FRA","MF","FW",32,64,37,57.8125,64,64,45.3,41,5,36,17,7,1
"Jimmy Cabot","Lens","FRA","DF","MF",28,20,12,60,26,26,46.2,5,0,5,4,12,0
"Jens Cajuste","Reims","SWE","MF",NA,22,46,25,54.3478260869565,48,48,52.1,30,6,24,18,22,0
"Mahdi Camara","Brest","FRA","MF",NA,24,63,36,57.1428571428571,43,43,58.1,35,4,31,40,16,0
"Mohamed Camara","Monaco","MLI","MF",NA,22,83,45,54.2168674698795,92,92,52.2,45,6,39,27,14,1
"Ousmane Camara","Angers","FRA","DF",NA,19,10,6,60,12,12,41.7,4,2,2,11,15,0
"Axel Camblan","Brest","FRA","FW","MF",18,2,2,100,1,1,0,0,0,0,0,0,0
"Pierrick Capelle","Angers","FRA","MF","DF",35,36,21,58.3333333333333,55,55,40,24,3,21,15,24,0
"Maxence Caqueret","Lyon","FRA","MF",NA,22,87,54,62.0689655172414,109,109,39.4,45,3,42,39,27,0
"Irvin Cardona","Brest","FRA","FW","MF",24,2,0,0,3,3,0,3,0,3,2,2,0
"Igor Carioca","Lorient","BRA","DF",NA,25,18,11,61.1111111111111,21,21,57.1,7,0,7,5,17,0
"Jean-Charles Castelletto","Nantes","CMR","DF",NA,27,43,26,60.4651162790698,36,36,61.1,35,22,13,58,90,0
"Yoann Cathline","Lorient","FRA","FW","MF",20,19,12,63.1578947368421,12,12,41.7,10,1,9,8,16,1
"Maximiliano Caufriez","Clermont Foot","BEL","DF",NA,25,40,24,60,28,28,71.4,33,18,15,34,70,0
"Fabien Centonze","Nantes","FRA","DF",NA,26,58,37,63.7931034482759,42,42,71.4,24,7,17,44,55,1
"Florian Chabrolle","Ajaccio","FRA","MF",NA,24,6,4,66.6666666666667,4,4,50,3,0,3,7,2,0
"El Chadaille Bitshiabu","Paris S-G","FRA","DF",NA,17,10,7,70,12,12,25,9,7,2,9,13,3
"Fares Chaïbi","Toulouse","ALG","FW","MF",19,31,18,58.0645161290323,50,50,34,38,5,33,19,36,1
"Muhammed Cham","Clermont Foot","AUT","MF",NA,21,30,15,50,35,35,37.1,13,0,13,7,5,0
"Gaëtan Charbonnier","Auxerre","FRA","FW","MF",33,2,1,50,4,4,0,2,0,2,0,5,0
"Brendan Chardonnet","Brest","FRA","DF",NA,27,45,27,60,38,38,52.6,40,19,21,63,86,1
"Xavier Chavalerin","Troyes","FRA","MF",NA,31,82,50,60.9756097560976,71,71,38,31,8,23,41,24,0
"Ivane Chegra","Ajaccio","FRA","MF","FW",18,8,3,37.5,11,11,36.4,0,0,0,1,0,0
"Rayan Cherki","Lyon","FRA","MF","FW",18,14,8,57.1428571428571,23,23,34.8,6,0,6,5,1,0
"Ilyes Cheti","Angers","ALG","DF",NA,27,6,4,66.6666666666667,8,8,62.5,5,1,4,4,7,0
"Lucas Chevalier","Lille","FRA","GK",NA,20,2,1,50,2,2,100,1,0,1,2,7,2
"Pedro Chirivella","Nantes","ESP","MF",NA,25,33,22,66.6666666666667,44,44,38.6,24,1,23,20,7,0
"Joris Chotard","Montpellier","FRA","MF",NA,20,64,34,53.125,78,78,51.3,40,11,29,40,42,1
"Yanis Cimignani","Ajaccio","FRA","MF","DF",20,11,5,45.4545454545455,5,5,80,5,1,4,2,2,0
"Souleymane Cissé","Clermont Foot","FRA","DF",NA,19,1,1,100,1,1,100,1,1,0,1,2,0
"Alexis Claude-Maurice","Nice","FRA","FW",NA,24,3,2,66.6666666666667,3,3,100,0,0,0,2,1,0
"Alexis Claude-Maurice","Lens","FRA","MF","FW",24,14,9,64.2857142857143,16,16,37.5,6,0,6,2,1,0
"Jonathan Clauss","Marseille","FRA","DF",NA,29,46,28,60.8695652173913,52,52,44.2,29,4,25,31,40,2
"Marcus Coco","Nantes","FRA","FW","MF",26,24,15,62.5,23,23,47.8,13,3,10,14,7,0
"Alexandre Coeff","Auxerre","FRA","DF",NA,30,10,5,50,9,9,44.4,9,4,5,8,35,1
"Abdu Conté","Troyes","POR","DF",NA,24,25,17,68,22,22,54.5,13,6,7,6,25,0
"Sébastien Corchia","Nantes","FRA","DF",NA,31,16,6,37.5,22,22,50,9,3,6,14,21,0
"David Costa","Lens","POR","MF","FW",21,13,7,53.8461538461538,19,19,36.8,19,1,18,11,6,0
"Logan Costa","Toulouse","CPV","DF",NA,21,9,4,44.4444444444444,9,9,66.7,6,3,3,4,12,0
"Nuno da Costa","Auxerre","CPV","FW","MF",31,45,23,51.1111111111111,46,46,23.9,21,1,20,20,15,0
"Benoît Costil","Auxerre","FRA","GK",NA,35,2,0,0,4,4,50,0,0,0,0,5,0
"Mathieu Coutadeur","Ajaccio","FRA","MF",NA,36,23,13,56.5217391304348,28,28,28.6,19,3,16,19,21,0
"Nicolas Cozza","Montpellier","FRA","DF",NA,23,38,21,55.2631578947368,38,38,68.4,11,5,6,21,35,1
"Damien Da Silva","Lyon","FRA","DF",NA,34,8,7,87.5,3,3,100,4,3,1,5,12,0
"Colin Dagba","Strasbourg","FRA","DF","MF",23,32,20,62.5,26,26,73.1,18,2,16,17,19,0
"Thijs Dallinga","Toulouse","NED","FW",NA,21,8,6,75,13,13,7.7,17,3,14,3,20,0
"Flavius Daniliuc","Nice","AUT","DF",NA,21,2,0,0,1,1,100,4,1,3,0,1,0
"Kevin Danso","Lens","AUT","DF",NA,23,37,19,51.3513513513514,30,30,63.3,48,34,14,33,124,0
"Dante","Nice","BRA","DF",NA,38,70,40,57.1428571428571,59,59,61,52,31,21,47,125,2
"Achraf Dari","Brest","MAR","DF",NA,23,21,14,66.6666666666667,20,20,70,16,10,6,19,65,2
"Jonathan David","Lille","CAN","FW",NA,22,24,17,70.8333333333333,27,27,37,20,2,18,8,13,0
"Thibault De Smet","Reims","BEL","DF",NA,24,24,17,70.8333333333333,37,37,29.7,28,5,23,20,40,1
"Brecht Dejaegere","Toulouse","BEL","MF",NA,31,40,23,57.5,51,51,29.4,25,5,20,14,11,0
"Romain Del Castillo","Brest","FRA","MF","FW",26,39,24,61.5384615384615,36,36,44.4,14,1,13,11,5,0
"Thomas Delaine","Strasbourg","FRA","DF","MF",30,28,14,50,26,26,50,8,3,5,16,9,0
"Sacha Delaye","Montpellier","FRA","FW","MF",20,1,0,0,1,1,100,0,0,0,0,0,0
"Andy Delort","Nice","ALG","FW",NA,30,2,0,0,2,2,50,0,0,0,1,7,0
"Andy Delort","Nantes","ALG","FW",NA,30,5,4,80,6,6,33.3,3,0,3,0,2,0
"Karamoko Dembélé","Brest","ENG","FW","MF",19,2,0,0,2,2,100,1,0,1,1,0,0
"Moussa Dembélé","Lyon","FRA","FW","MF",26,8,4,50,7,7,57.1,5,0,5,2,6,0
"Siriki Dembélé","Auxerre","CIV","MF","FW",25,10,6,60,12,12,33.3,2,0,2,1,2,0
"Branco van den Boomen","Toulouse","NED","MF",NA,27,71,36,50.7042253521127,89,89,40.4,27,4,23,10,27,2
"Mikkel Desler","Toulouse","DEN","DF",NA,27,71,38,53.5211267605634,67,67,64.2,35,6,29,36,48,2
"Mamadou Diakhon","Reims","FRA","FW",NA,16,2,0,0,1,1,0,1,0,1,1,0,0
"Bafodé Diakité","Lille","FRA","DF",NA,21,54,35,64.8148148148148,57,57,56.1,37,8,29,17,58,0
"Ibrahim Diakité","Reims","GUI","DF",NA,18,3,3,100,3,3,66.7,0,0,0,5,6,0
"Habib Diallo","Strasbourg","SEN","FW",NA,27,18,10,55.5555555555556,16,16,37.5,19,4,15,12,26,0
"Ismael Diallo","Ajaccio","CIV","DF",NA,25,46,33,71.7391304347826,63,63,55.6,26,12,14,30,46,1
"Habib Diarra","Strasbourg","SEN","MF","FW",18,24,16,66.6666666666667,29,29,51.7,17,1,16,11,13,0
"Moussa Diarra","Toulouse","MLI","DF",NA,21,20,9,45,15,15,60,25,10,15,19,27,1
"Stéphane Diarra","Lorient","FRA","FW","MF",23,25,17,68,29,29,37.9,13,1,12,22,9,0
"Krépin Diatta","Monaco","SEN","MF","FW",23,30,21,70,32,32,40.6,29,1,28,17,12,0
"Mory Diaw","Clermont Foot","SEN","GK",NA,29,0,0,NA,4,4,0,0,0,0,2,13,5
"Bamba Dieng","Marseille","SEN","FW","MF",22,4,4,100,4,4,75,5,1,4,0,0,0
"Bamba Dieng","Lorient","SEN","FW",NA,22,19,10,52.6315789473684,11,11,27.3,6,0,6,2,6,0
"Tristan Dingomé","Troyes","CMR","MF",NA,31,1,1,100,2,2,0,0,0,0,0,0,0
"Sinaly Diomande","Lyon","CIV","DF",NA,21,42,24,57.1428571428571,49,49,63.3,26,13,13,49,75,1
"Lois Diony","Angers","FRA","FW",NA,29,1,0,0,3,3,33.3,2,0,2,0,1,0
"Edan Diop","Monaco","FRA","DF","FW",17,13,8,61.5384615384615,15,15,46.7,7,1,6,4,1,0
"Sofiane Diop","Nice","FRA","MF","FW",22,23,11,47.8260869565217,20,20,35,14,2,12,16,5,0
"Yehvann Diouf","Reims","FRA","GK",NA,22,2,0,0,3,3,33.3,0,0,0,1,13,5
"Axel Disasi","Monaco","FRA","DF",NA,24,30,20,66.6666666666667,27,27,48.1,51,31,20,56,112,2
"Tiago Djaló","Lille","POR","DF",NA,22,31,21,67.741935483871,20,20,65,17,11,6,23,60,1
"Alexander Djiku","Strasbourg","GHA","DF",NA,27,53,36,67.9245283018868,46,46,56.5,45,19,26,66,151,3
"Moussa Djitte","Ajaccio","SEN","FW",NA,22,1,0,0,2,2,50,0,0,0,0,1,0
"Jeremy Doku","Rennes","BEL","MF","FW",20,25,16,64,24,24,50,10,0,10,5,2,0
"Kyliane Dong","Troyes","FRA","MF","FW",17,3,1,33.3333333333333,2,2,50,1,0,1,1,0,0
"Jordan Dongmo","Troyes","CMR","MF",NA,21,1,0,0,1,1,100,0,0,0,0,0,0
"Gianluigi Donnarumma","Paris S-G","ITA","GK",NA,23,1,0,0,2,2,50,0,0,0,0,12,4
"Jodel Dossou","Clermont Foot","BEN","MF","DF",30,7,4,57.1428571428571,4,4,100,2,1,1,1,0,0
"Lohann Doucet","Nantes","FRA","MF","FW",19,3,0,0,4,4,75,2,0,2,2,4,0
"Siriné Doucouré","Lorient","MLI","FW","MF",20,2,2,100,2,2,50,0,0,0,1,0,0
"Désiré Doué","Rennes","FRA","MF","FW",17,37,18,48.6486486486486,32,32,40.6,17,1,16,13,3,0
"Ismaël Doukouré","Strasbourg","FRA","DF","MF",19,48,24,50,34,34,58.8,26,8,18,27,54,0
"Kamory Doumbia","Reims","MLI","MF",NA,19,31,16,51.6129032258064,37,37,32.4,17,1,16,13,3,0
"Souleyman Doumbia","Angers","CIV","DF","FW",25,45,31,68.8888888888889,31,31,54.8,20,3,17,27,27,1
"Rémy Dugimont","Auxerre","FRA","FW","MF",36,2,1,50,2,2,50,3,0,3,0,5,0
"Jean-Kevin Duverne","Brest","HAI","DF",NA,25,72,38,52.7777777777778,73,73,57.5,33,5,28,28,65,1
