"Player","Squad","Nation","Pos","Pos2","Age","Born","Total_Match_Played","Total_Playing_Time","Minutes_Per_Match_Played","Percent_of_Squad_Minutes_Played","Matches_Started","Minutes_Per_Match_Start","Complete_Matches_PLayed","Matches_Played_As_Substitute","Minutes_Per_Match_Substitute","Player_Points_Per_Match","Player_On_Pitch_Squad_Goals","Player_On_Pitch_Goals_Allowed","Weekly_Wages","Annual_Wages"
"Aaron Ramsey","Nice","WAL","MF",NA,31,1990,27,1584,59,46.3,18,74,6,9,27,1.59,25,10,104808,5450000
"Abdallah Sima","Angers","SEN","FW",NA,21,2001,34,1836,54,53.7,19,79,9,15,23,0.47,20,44,23846,1240000
"Abdoul Kader Bamba","Nantes","FRA","FW","MF",28,1994,4,78,20,2.3,1,60,0,3,6,0.6,3,1,6154,320000
"Abdoulaye Bamba","Angers","CIV","DF",NA,32,1990,21,1364,65,39.9,12,90,12,9,32,0.52,17,36,6346,330000
"Abdu Conté","Troyes","POR","DF",NA,24,1998,19,1315,69,38.5,15,81,9,4,26,0.68,21,26,13462,7e+05
"Achraf Dari","Brest","MAR","DF",NA,23,1999,18,1317,73,38.5,15,83,12,3,24,0.72,20,30,9231,480000
"Achraf Hakimi","Paris S-G","MAR","DF","MF",23,1998,28,2053,73,60,23,86,19,5,17,2.14,57,19,279808,14550000
"Adam Ounas","Lille","ALG","FW","MF",25,1996,21,1064,51,31.1,12,67,2,9,30,2,18,14,52500,2730000
"Adil Aouchiche","Lorient","FRA","MF",NA,20,2002,11,250,23,7.3,1,73,0,10,18,0.82,3,5,6923,360000
"Adil Rami","Troyes","FRA","DF",NA,36,1985,20,1596,80,46.7,18,84,12,2,45,0.45,14,33,15000,780000
"Ado Onaiwu","Toulouse","JPN","FW",NA,26,1995,34,1082,32,31.6,9,63,0,25,20,1.24,12,21,11538,6e+05
"Adrien Hunou","Angers","FRA","MF","FW",28,1994,34,2234,66,65.3,28,75,7,6,23,0.5,22,53,18462,960000
"Adrien Thomasson","Lens","FRA","MF","FW",28,1993,20,1278,64,37.4,16,74,3,4,25,2.15,31,14,8462,440000
"Adrien Thomasson","Strasbourg","FRA","MF",NA,28,1993,15,937,62,27.4,10,81,6,5,25,0.73,7,18,8462,440000
"Adrien Truffert","Rennes","FRA","DF",NA,20,2001,28,1954,70,57.1,24,79,13,4,13,1.79,35,25,2885,150000
"Akim Zedadka","Auxerre","ALG","DF",NA,27,1995,20,1599,80,46.8,19,84,15,1,6,0.95,18,24,15000,780000
"Akim Zedadka","Lille","ALG","DF","MF",27,1995,8,354,44,10.4,4,78,2,4,11,1.63,9,6,15000,780000
"Alan Virginius","Lille","FRA","FW",NA,19,2003,15,258,17,7.5,1,68,0,14,14,1.33,5,6,5192,270000
"Alberth Elis","Brest","HON","MF","FW",26,1996,10,257,26,7.5,2,62,0,8,17,1.3,1,6,3846,2e+05
"Aleksandr Golovin","Monaco","RUS","MF","FW",26,1996,34,2464,72,72,29,78,7,5,41,1.74,55,35,69231,3600000
"Alexandre Coeff","Auxerre","FRA","DF",NA,30,1992,7,586,84,17.1,6,90,6,1,46,0.86,6,14,3462,180000
"Alexandre Lacazette","Lyon","FRA","FW",NA,31,1991,35,2929,84,85.6,34,86,26,1,19,1.66,58,40,103846,5400000
"Alexis Beka Beka","Nice","FRA","MF","DF",21,2001,14,545,39,15.9,7,63,0,7,14,1.29,5,9,6923,360000
"Alexis Claude-Maurice","Lens","FRA","MF","FW",24,1998,20,604,30,17.7,5,66,0,15,18,2.45,13,6,23077,1200000
"Alexis Claude-Maurice","Nice","FRA","FW",NA,24,1998,2,64,32,1.9,1,45,0,1,19,0,0,3,23077,1200000
"Alexis Flips","Reims","FRA","FW","MF",22,2000,33,1978,60,57.8,28,68,4,5,17,1.45,28,23,3846,2e+05
"Alexis Sánchez","Marseille","CHI","FW","MF",33,1988,35,2679,77,78.3,32,80,11,3,41,1.89,51,27,115385,6e+06
"Amin Sarr","Lyon","SWE","FW",NA,21,2001,13,537,41,15.7,6,63,1,7,23,1.69,10,10,28846,1500000
"Amine Gouiri","Rennes","ALG","FW","MF",22,2000,33,2523,76,73.8,29,83,17,4,27,1.85,55,29,23077,1200000
"Amine Harit","Marseille","MAR","MF","FW",25,1997,10,515,52,15.1,6,72,1,4,20,1.7,6,5,59615,3100000
"Amine Salama","Angers","FRA","FW","MF",22,2000,25,1249,50,36.5,12,78,4,13,24,0.16,10,28,4615,240000
"André Gomes","Lille","POR","MF",NA,29,1993,26,1629,63,47.6,18,82,11,8,20,1.81,35,20,130000,6760000
"Andreas Bruus","Troyes","DEN","DF","FW",23,1999,27,1628,60,47.6,18,84,10,9,14,0.59,20,38,5192,270000
"Andrew Gravillon","Reims","GLP","DF",NA,24,1998,13,1038,80,30.4,12,86,9,1,6,0.85,11,18,1731,90000
"Andy Delort","Nantes","ALG","FW",NA,30,1991,12,469,39,13.7,6,56,0,6,22,0.75,2,9,48462,2520000
"Andy Delort","Nice","ALG","FW",NA,30,1991,14,781,56,22.8,9,78,4,5,16,1.36,12,9,48462,2520000
"Angel Gomes","Lille","ENG","MF",NA,21,2000,36,2816,78,82.3,34,81,11,2,25,1.69,52,36,13654,710000
"Angelo Fulgini","Lens","FRA","MF","FW",25,1996,17,858,50,25.1,12,65,0,5,15,2.29,22,6,35000,1820000
"Antoine Mendy","Nice","FRA","DF",NA,18,2004,11,518,47,15.1,7,71,2,4,6,1.64,10,5,1731,90000
"Arber Zeneli","Reims","KVX","FW","MF",27,1995,23,1000,43,29.2,12,64,0,11,21,1.48,12,7,13846,720000
"Arial Mendy","Clermont Foot","SEN","DF",NA,27,1994,5,223,45,6.5,1,90,1,4,33,0.8,2,3,3077,160000
"Arnaud Kalimuendo","Rennes","FRA","FW",NA,20,2002,30,1849,62,54.1,24,73,3,6,18,1.83,32,24,28846,1500000
"Arnaud Nordin","Montpellier","FRA","FW",NA,24,1998,36,2401,67,70.2,30,75,7,6,25,1.31,50,41,14423,750000
"Arnaud Souquet","Montpellier","FRA","DF","FW",30,1992,12,361,30,10.6,3,63,0,9,19,1.17,6,9,8269,430000
"Axel Disasi","Monaco","FRA","DF",NA,24,1998,38,3330,88,97.4,37,89,36,1,20,1.71,67,56,13846,720000
"Azor Matusiwa","Reims","NED","MF",NA,24,1998,30,2484,83,72.6,29,85,19,1,28,1.47,34,29,13846,720000
"Azzedine Ounahi","Marseille","MAR","MF","FW",22,2000,7,121,17,3.5,1,45,0,6,13,2.14,1,2,79808,4150000
"Azzedine Ounahi","Angers","MAR","MF","FW",22,2000,15,1129,75,33,13,83,6,2,27,0.53,13,29,79808,4150000
"Badredine Bouanani","Nice","ALG","FW","MF",17,2004,19,863,45,25.2,9,71,1,10,22,1.63,12,7,962,50000
"Bafodé Diakité","Lille","FRA","DF",NA,21,2001,33,2653,80,77.6,29,87,25,4,31,1.79,48,33,6923,360000
"Bamba Dieng","Marseille","SEN","FW","MF",22,2000,10,194,19,5.7,1,78,0,9,13,1.9,6,3,8654,450000
"Bamba Dieng","Lorient","SEN","FW",NA,22,2000,15,747,50,21.8,9,69,0,6,21,1.07,7,7,8654,450000
"Bamo Meïté","Lorient","CIV","DF",NA,20,2001,17,1503,88,43.9,16,90,15,1,69,1.17,20,23,962,50000
"Baptiste Santamaria","Rennes","FRA","MF",NA,27,1995,25,1813,73,53,20,84,16,5,25,1.68,36,21,30192,1570000
"Béni Makouana","Montpellier","CGO","FW","MF",19,2002,8,198,25,5.8,1,45,0,7,22,1.13,3,3,577,30000
"Benjamin André","Lille","FRA","MF",NA,31,1990,34,2916,86,85.3,33,88,28,1,23,1.76,55,35,30000,1560000
"Benoît Badiashile","Monaco","FRA","DF",NA,21,2001,11,839,76,24.5,9,87,8,2,27,1.55,20,15,11154,580000
"Bevic Moussiti-Oko","Ajaccio","CGO","FW",NA,27,1995,17,698,41,20.4,7,67,0,10,23,0.53,4,11,769,40000
"Bingourou Kamara","Montpellier","SEN","GK",NA,25,1996,5,408,82,11.9,4,90,4,1,48,0.2,5,11,6923,360000
"Birger Meling","Rennes","NOR","DF",NA,27,1994,27,1209,45,35.4,10,85,6,17,21,1.89,25,14,30000,1560000
"Bonke Innocent","Lorient","NGA","MF",NA,26,1996,25,1182,47,34.6,14,67,2,11,23,1.6,18,19,5192,270000
"Bradley Barcola","Lyon","FRA","FW","MF",19,2002,26,1440,55,42.1,15,83,8,11,18,1.69,34,18,7500,390000
"Bradley Locko","Brest","FRA","DF",NA,20,2002,7,270,39,7.9,2,86,0,5,20,1,2,3,769,40000
"Bradley Locko","Reims","FRA","DF",NA,20,2002,15,1059,71,31,13,81,10,2,6,1,15,18,769,40000
"Branco van den Boomen","Toulouse","NED","MF",NA,27,1995,35,2888,83,84.4,32,88,25,3,29,1.17,44,54,16154,840000
"Brecht Dejaegere","Toulouse","BEL","MF",NA,31,1991,30,1809,60,52.9,25,67,0,5,26,1.17,33,29,13846,720000
"Breel Embolo","Monaco","SUI","FW",NA,25,1997,32,1859,58,54.4,19,80,11,13,26,1.72,39,32,77308,4020000
"Brendan Chardonnet","Brest","FRA","DF",NA,27,1994,30,2491,83,72.8,27,90,27,3,20,1.3,31,37,10385,540000
"Caio Henrique Oliveira Silva","Monaco","BRA","DF",NA,25,1997,35,2896,83,84.7,32,88,27,3,31,1.69,60,44,51923,2700000
"Carlos Baleba","Lille","CMR","MF",NA,18,2004,19,478,25,14,5,72,0,14,9,2.05,9,4,1731,90000
"Carlos Soler","Paris S-G","ESP","MF",NA,25,1997,26,1187,46,34.7,14,73,3,12,14,2.19,31,16,115385,6e+06
"Castello Lukeba","Lyon","FRA","DF",NA,19,2002,34,2986,88,87.3,33,90,32,1,17,1.62,56,41,1923,1e+05
"Cédric Avinel","Ajaccio","GLP","DF",NA,35,1986,24,1794,75,52.5,19,88,18,5,23,0.63,11,40,6731,350000
"Cédric Hountondji","Angers","BEN","DF",NA,28,1994,36,3095,86,90.5,35,87,32,1,35,0.5,31,73,12115,630000
"Cengiz Ünder","Marseille","TUR","MF","DF",25,1997,37,2490,67,72.8,28,82,14,9,22,1.89,51,27,76154,3960000
"Chancel Mbemba","Marseille","COD","DF",NA,27,1994,36,2849,79,83.3,32,86,27,4,26,1.94,55,33,73846,3840000
"Charles Traore","Nantes","MLI","DF",NA,30,1992,12,482,40,14.1,6,70,2,6,11,1.58,4,6,10385,540000
"Chrislain Matsima","Lorient","FRA","DF","MF",20,2002,6,227,38,6.6,2,90,2,4,12,1.67,3,5,7308,380000
"Chrislain Matsima","Monaco","FRA","DF",NA,20,2002,8,446,56,13,5,79,3,3,16,1.38,5,10,7308,380000
"Christophe Hérelle","Brest","MTQ","DF",NA,29,1992,16,1060,66,31,12,84,9,4,13,0.94,10,14,12692,660000
"Christopher Wooh","Rennes","CMR","DF",NA,20,2001,13,1006,77,29.4,12,83,10,1,6,2,20,12,4615,240000
"Clément Vidal","Ajaccio","FRA","DF","MF",22,2000,26,1901,73,55.6,21,88,17,5,11,0.65,11,47,385,20000
"Colin Dagba","Strasbourg","FRA","DF","MF",23,1998,21,958,46,28,12,61,0,9,25,1.33,10,13,12692,660000
"Corentin Tolisso","Lyon","FRA","MF",NA,27,1994,30,2036,68,59.5,25,76,11,5,27,1.63,45,31,92308,4800000
"Cyrille Bayala","Ajaccio","BFA","MF",NA,26,1996,33,2009,61,58.7,25,72,7,8,26,0.76,8,42,1346,70000
"Damien Da Silva","Lyon","FRA","DF",NA,34,1988,7,338,48,9.9,3,75,2,4,28,1.71,6,6,20577,1070000
"Danilo Pereira","Paris S-G","POR","DF","MF",30,1991,33,2410,73,70.5,27,83,19,6,27,2.12,57,27,61538,3200000
"Darlin Yongwa","Lorient","CMR","DF",NA,21,2000,14,781,56,22.8,8,83,5,6,20,1,8,13,4038,210000
"David Costa","Lens","POR","MF","FW",21,2001,31,1407,45,41.1,16,70,1,15,19,2.1,24,8,577,30000
"Deiver Machado","Lens","COL","DF","MF",28,1993,33,2184,66,63.9,26,77,1,7,26,2.15,44,23,6538,340000
"Denis Genreau","Toulouse","AUS","MF",NA,23,1999,20,657,33,19.2,7,69,0,13,13,1.5,5,6,3462,180000
"Dennis Appiah","Nantes","FRA","DF","MF",30,1992,15,795,53,23.2,9,76,3,6,18,0.87,8,16,18462,960000
"Dénys Bain","Auxerre","FRA","DF",NA,29,1993,2,126,63,3.7,1,90,1,1,36,0.5,2,3,6923,360000
"Désiré Doué","Rennes","FRA","MF","FW",17,2005,26,1115,43,32.6,11,68,0,15,25,1.73,22,14,6923,360000
"Dimitri Liénard","Strasbourg","FRA","DF","MF",34,1988,28,1543,55,45.1,18,75,8,10,19,1.21,17,24,11731,610000
"Dimitri Payet","Marseille","FRA","MF","FW",35,1987,24,835,35,24.4,9,65,1,15,17,1.96,27,13,115385,6e+06
"Dion Lopy","Reims","SEN","MF",NA,20,2002,29,1379,48,40.3,16,70,4,13,20,1.34,15,16,1923,1e+05
"Djed Spence","Rennes","ENG","DF",NA,21,2000,8,573,72,16.8,7,81,4,1,8,1.25,7,5,27885,1450000
"Doğan Alemdar","Rennes","TUR","GK",NA,19,2002,6,406,68,11.9,4,90,4,2,23,1.67,7,8,2500,130000
"Edon Zhegrova","Lille","KVX","FW","MF",23,1999,22,1056,48,30.9,11,72,3,11,24,2,27,10,23077,1200000
"Eduard Sobol","Strasbourg","UKR","DF",NA,27,1995,15,870,58,25.4,9,81,5,6,24,1.13,16,14,13846,720000
"El Chadaille Bitshiabu","Paris S-G","FRA","DF",NA,17,2005,13,583,45,17,6,74,2,7,20,1.92,9,12,10192,530000
"Elba Rashani","Clermont Foot","KVX","MF","FW",29,1993,32,2162,68,63.2,26,78,7,6,24,1.66,33,31,2692,140000
"Eliesse Ben Seghir","Monaco","MAR","FW","MF",17,2005,19,1052,55,30.8,13,67,0,6,30,1.79,21,18,9231,480000
"Eliot Matazo","Monaco","BEL","MF",NA,20,2002,23,1175,51,34.4,13,75,7,10,20,1.65,20,21,769,40000
"Elye Wahi","Montpellier","FRA","FW",NA,19,2003,33,2513,76,73.5,29,81,9,4,43,1.3,46,43,1923,1e+05
"Emmanuel Agbadou","Reims","CIV","DF",NA,25,1997,29,2388,82,69.8,27,87,24,2,20,1.14,33,33,11538,6e+05
"Enzo Tchato","Montpellier","CMR","DF",NA,19,2002,21,1096,52,32,11,82,6,10,20,0.86,12,26,1731,90000
"Eric Bailly","Marseille","CIV","DF",NA,28,1994,17,543,32,15.9,5,64,1,12,19,2.06,8,10,103846,5400000
"Erik Palmer-Brown","Troyes","USA","DF",NA,25,1997,38,3191,84,93.3,36,87,32,2,27,0.63,42,78,12692,660000
"Evann Guessand","Nantes","CIV","FW","MF",21,2001,30,1260,42,36.8,15,69,2,15,15,1.03,12,21,5769,3e+05
"Fabián Ruiz Peña","Paris S-G","ESP","MF",NA,26,1996,27,1892,70,55.3,21,79,10,6,40,2.3,45,21,174808,9090000
"Fabien Centonze","Nantes","FRA","DF",NA,26,1996,23,1689,73,49.4,19,81,14,4,36,0.96,17,22,18077,940000
"Fábio","Nantes","BRA","DF","MF",32,1990,6,224,37,6.5,3,47,0,3,27,1,3,3,15000,780000
"Faitout Maouassa","Montpellier","FRA","FW","DF",24,1998,33,1923,58,56.2,23,71,4,10,28,1.3,39,37,5192,270000
"Falaye Sacko","Montpellier","MLI","DF",NA,27,1995,35,2580,74,75.4,29,86,23,6,15,1.34,57,45,2692,140000
"Faouzi Ghoulam","Angers","ALG","DF",NA,31,1991,7,479,68,14,6,76,1,1,25,0.86,4,7,20962,1090000
"Farid El Melali","Angers","ALG","DF","FW",25,1997,17,806,47,23.6,9,72,1,8,20,0.41,5,15,5577,290000
"Félix Lemaréchal","Brest","FRA","MF",NA,18,2003,13,288,22,8.4,2,64,0,11,15,1.38,3,5,962,50000
"Fernand Mayembo","Ajaccio","CGO","DF",NA,26,1996,11,707,64,20.7,8,78,5,3,28,0.36,5,18,5769,3e+05
"Flavien Tait","Rennes","FRA","MF",NA,29,1993,30,1680,56,49.1,19,74,7,11,24,1.77,37,20,27692,1440000
"Florent Mollet","Nantes","FRA","MF",NA,30,1991,19,1089,57,31.8,11,79,5,8,28,0.79,9,21,31538,1640000
"Florent Ogier","Clermont Foot","FRA","DF",NA,33,1989,26,1701,65,49.7,18,90,17,8,11,1.69,19,28,8077,420000
"Florian Chabrolle","Ajaccio","FRA","MF",NA,24,1998,7,329,47,9.6,3,90,3,4,15,0.43,3,12,385,20000
"Florian Sotoca","Lens","FRA","MF","FW",31,1990,38,3054,80,89.3,34,86,20,4,33,2.21,65,22,4615,240000
"Florian Tardieu","Troyes","FRA","MF",NA,30,1992,15,1009,67,29.5,11,87,7,4,12,1.07,17,26,18462,960000
"Folarin Balogun","Reims","USA","FW",NA,21,2001,37,2999,81,87.7,34,86,19,3,29,1.35,42,37,34615,1800000
"Franck Honorat","Brest","FRA","FW","MF",25,1996,33,2535,77,74.1,29,84,16,4,28,1.24,33,34,11538,6e+05
"Frederic Guilbert","Strasbourg","FRA","DF",NA,27,1994,18,1461,81,42.7,17,83,13,1,45,1.22,23,25,24615,1280000
"Gabriel Gudmundsson","Lille","SWE","DF","FW",23,1999,18,838,47,24.5,9,72,5,9,21,1.72,18,16,7692,4e+05
"Gabriel Suazo","Toulouse","CHI","DF",NA,24,1997,18,1259,70,36.8,14,87,12,4,10,1.33,17,18,11538,6e+05
"Gaëtan Charbonnier","Auxerre","FRA","FW","MF",33,1988,6,254,42,7.4,3,72,1,3,13,0.83,3,9,6731,350000
"Gaëtan Laborde","Nice","FRA","FW",NA,28,1994,33,2506,76,73.3,28,85,19,5,28,1.61,38,26,41538,2160000
"Gaëtan Laborde","Rennes","FRA","FW",NA,28,1994,4,249,62,7.3,3,73,0,1,30,1,4,5,41538,2160000
"Gaëtan Perrin","Auxerre","FRA","MF","FW",26,1996,37,1391,38,40.7,15,60,0,22,22,0.92,15,25,5962,310000
"Gauthier Hein","Auxerre","FRA","MF","FW",25,1996,35,1874,54,54.8,23,72,1,12,19,0.97,18,35,5769,3e+05
