"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Paxten Aaronson","Eint Frankfurt","USA","MF","DF",18,1,0,0,0,5
"Sargis Adamyan","Köln","ARM","FW","MF",29,3,0,0,0,17
"Karim Adeyemi","Dortmund","GER","FW","MF",20,9,0,0,0,21
"Amine Adli","Leverkusen","MAR","FW","MF",22,2,2,0,2,39
"Felix Agu","Werder Bremen","GER","DF","FW",22,0,0,0,0,3
"Naouirou Ahamada","Stuttgart","FRA","MF",NA,20,4,1,1,2,16
"Ludovic Ajorque","Mainz 05","FRA","FW","MF",28,5,0,0,0,23
"Kevin Akpoguma","Hoffenheim","NGA","DF",NA,27,11,0,0,0,33
"Lucas Alario","Eint Frankfurt","ARG","FW","MF",29,0,0,0,0,9
"Faride Alidou","Eint Frankfurt","GER","DF","MF",21,0,0,0,0,8
"Éder Álvarez Balanta","Schalke 04","COL","MF","FW",29,3,0,0,0,5
"Nadiem Amiri","Leverkusen","GER","MF","FW",25,6,0,0,0,14
"Robert Andrich","Leverkusen","GER","MF",NA,27,7,0,0,0,35
"Angeliño","Hoffenheim","ESP","DF",NA,25,2,0,0,0,12
"Waldemar Anton","Stuttgart","GER","DF",NA,26,4,0,0,0,31
"Christopher Antwi-Adjei","Bochum","GHA","FW","MF",28,2,0,0,0,24
"Charles Aránguiz","Leverkusen","CHI","MF",NA,33,1,0,0,0,7
"Maximilian Arnold","Wolfsburg","GER","MF",NA,28,5,0,0,0,33
"Takuma Asano","Bochum","JPN","FW","MF",27,1,0,0,0,10
"Fisnik Asllani","Hoffenheim","KVX","FW",NA,19,0,0,0,0,2
"Mehmet Aydin","Schalke 04","GER","DF","FW",20,0,0,0,0,6
"Sardar Azmoun","Leverkusen","IRN","FW","MF",27,1,0,0,0,17
"Mitchel Bakker","Leverkusen","NED","DF","MF",22,6,1,1,2,18
"Ridle Baku","Wolfsburg","GER","DF","FW",24,6,0,0,0,27
"Aymen Barkok","Mainz 05","MAR","MF",NA,24,1,0,0,0,17
"Leandro Barreiro Martins","Mainz 05","LUX","MF",NA,22,5,0,0,0,48
"Gil Bastião Dias","Stuttgart","POR","FW",NA,25,0,0,0,0,6
"Maximilian Bauer","Augsburg","GER","DF",NA,22,8,0,0,0,24
"Oliver Baumann","Hoffenheim","GER","GK",NA,32,2,0,0,0,0
"Timo Baumgartl","Union Berlin","GER","DF",NA,26,2,0,0,0,11
"Julian Baumgartlinger","Augsburg","AUT","MF",NA,34,1,0,0,0,5
"Christoph Baumgartner","Hoffenheim","AUT","MF","FW",22,7,0,0,0,66
"Noah Joel Sarenren Bazee","Augsburg","NGA","MF","FW",25,0,0,0,0,1
"Ihlas Bebou","Hoffenheim","TOG","FW","DF",28,2,0,0,0,22
"Sheraldo Becker","Union Berlin","SUR","FW",NA,27,4,0,0,0,29
"Kevin Behrens","Union Berlin","GER","FW",NA,31,6,0,0,0,35
"Stefan Bell","Mainz 05","GER","DF",NA,30,9,0,0,0,47
"Jude Bellingham","Dortmund","ENG","MF",NA,19,8,0,0,0,41
"Ramy Bensebaini","Gladbach","ALG","DF",NA,27,7,1,1,2,25
"Mergim Berisha","Augsburg","GER","FW",NA,24,9,1,1,2,28
"Ermin Bičakčić","Hoffenheim","BIH","DF",NA,32,0,0,0,0,1
"Tom Bischof","Hoffenheim","GER","MF","FW",17,0,0,0,0,9
"Leonardo Bittencourt","Werder Bremen","GER","MF","DF",28,10,0,0,0,43
"Janis Blaswich","RB Leipzig","GER","GK",NA,31,0,0,0,0,1
"Daley Blind","Bayern Munich","NED","DF","MF",32,0,0,0,0,1
"Kevin-Prince Boateng","Hertha BSC","GHA","MF",NA,35,3,0,0,0,23
"Jean-Paul Boëtius","Hertha BSC","NED","MF",NA,28,3,0,0,0,14
"Sebastiaan Bornauw","Wolfsburg","BEL","DF",NA,23,8,0,0,0,24
"Rafael Borré","Eint Frankfurt","COL","MF","FW",26,5,0,0,0,23
"Julian Brandt","Dortmund","GER","MF","FW",26,2,0,0,0,9
"Josip Brekalo","Wolfsburg","CRO","MF","FW",24,0,0,0,0,2
"John Brooks","Hoffenheim","USA","DF",NA,29,4,0,0,0,21
"Moritz Broschinski","Bochum","GER","FW","MF",21,1,0,0,0,3
"Cédric Brunner","Schalke 04","SUI","DF",NA,28,5,0,0,0,33
"Jacob Bruun Larsen","Hoffenheim","DEN","FW",NA,23,0,0,0,0,1
"Lee Buchanan","Werder Bremen","ENG","DF","FW",21,2,0,0,0,6
"Marius Bülter","Schalke 04","GER","FW","MF",29,5,0,0,0,26
"Delano Burgzorg","Mainz 05","SUR","FW","MF",23,2,0,0,0,4
"Jonathan Burkardt","Mainz 05","GER","MF","FW",22,2,0,0,0,6
"Oliver Burke","Werder Bremen","SCO","FW","MF",25,0,0,0,0,3
"Aurélio Buta","Eint Frankfurt","POR","DF",NA,25,3,0,0,0,31
"Anthony Caci","Mainz 05","FRA","DF",NA,25,4,0,0,0,19
"Kerim Calhanoglu","Schalke 04","GER","DF",NA,19,0,0,0,0,3
"Daniel Caligiuri","Augsburg","ITA","DF","MF",34,1,0,0,0,5
"Emre Can","Dortmund","GER","MF",NA,28,8,0,0,0,30
"João Cancelo","Bayern Munich","POR","DF","FW",28,3,0,0,0,10
"Irvin Cardona","Augsburg","FRA","MF","FW",24,2,0,0,0,2
"Koen Casteels","Wolfsburg","BEL","GK",NA,30,0,0,0,0,0
"Julian Chabot","Köln","GER","DF",NA,24,3,0,0,0,29
"Timothy Chandler","Eint Frankfurt","USA","DF",NA,32,0,0,0,0,0
"Fabio Chiarodia","Werder Bremen","ITA","DF",NA,17,0,0,0,0,0
"Oliver Christensen","Hertha BSC","DEN","GK",NA,23,2,0,0,0,0
"Darko Churlinov","Stuttgart","MKD","FW",NA,22,0,0,0,0,0
"Tolga Ciğerci","Hertha BSC","TUR","MF",NA,30,2,0,0,0,13
"David Čolina","Augsburg","CRO","DF","FW",22,0,0,0,0,1
"Kingsley Coman","Bayern Munich","FRA","FW","MF",26,2,1,1,2,9
"Danny da Costa","Mainz 05","GER","DF",NA,29,0,0,0,0,8
"Soumaïla Coulibaly","Dortmund","FRA","DF",NA,18,0,0,0,0,1
"Tanguy Coulibaly","Stuttgart","FRA","FW","DF",21,3,0,0,0,8
"Nicolas Cozza","Wolfsburg","FRA","DF",NA,23,0,0,0,0,0
"Moanes Dabbur","Hoffenheim","ISR","FW",NA,30,3,1,0,1,12
"Finn Dahmen","Mainz 05","GER","GK",NA,24,0,0,0,0,0
"Mahmoud Dahoud","Dortmund","GER","MF",NA,26,1,0,0,0,3
"Muhammed Damar","Hoffenheim","GER","MF",NA,18,0,0,0,0,6
"Márton Dárdai","Hertha BSC","HUN","DF","MF",20,2,0,0,0,11
"Vladimír Darida","Hertha BSC","CZE","MF",NA,31,0,0,0,0,1
"Alphonso Davies","Bayern Munich","CAN","DF",NA,21,0,0,0,0,9
"Thomas Delaney","Hoffenheim","DEN","MF",NA,30,0,0,0,0,3
"Kerem Demirbay","Leverkusen","GER","MF",NA,29,5,0,0,0,31
"Ermedin Demirović","Augsburg","BIH","FW","MF",24,7,1,0,1,49
"Sepp van den Berg","Schalke 04","NED","DF",NA,20,2,0,0,0,4
"Moussa Diaby","Leverkusen","FRA","FW","MF",23,4,0,0,0,18
"Abdou Diallo","RB Leipzig","SEN","DF","MF",26,2,0,0,0,3
"Florian Dietz","Köln","GER","FW",NA,23,1,0,0,0,11
"Junior Dina Ebimbe","Eint Frankfurt","FRA","DF","MF",21,4,0,0,0,15
"Eren Dinkçi","Werder Bremen","GER","FW","MF",20,0,0,0,0,5
"Ritsu Doan","Freiburg","JPN","MF","FW",24,3,0,0,0,29
"Danilho Doekhi","Union Berlin","NED","DF",NA,24,0,0,0,0,20
"Kasper Dolberg","Hoffenheim","DEN","FW","MF",24,0,0,0,0,5
"Niklas Dorsch","Augsburg","GER","MF",NA,24,1,0,0,0,10
"Dion Drena Beljo","Augsburg","CRO","FW",NA,20,2,0,0,0,26
"Dominick Drexler","Schalke 04","GER","MF","FW",32,3,1,0,1,26
"Marvin Ducksch","Werder Bremen","GER","FW",NA,28,4,0,0,0,3
"Ondrej Duda","Köln","SVK","MF",NA,27,4,0,0,0,16
"Maximilian Eggestein","Freiburg","GER","MF",NA,25,6,0,0,0,31
"Lilian Egloff","Stuttgart","GER","MF","FW",19,1,0,0,0,3
"Kingsley Ehizibue","Köln","NED","DF",NA,27,0,0,0,0,2
"Chidera Ejuke","Hertha BSC","NGA","FW","MF",24,0,0,0,0,2
"Nico Elvedi","Gladbach","SUI","DF",NA,25,2,0,0,0,24
"Wataru Endo","Stuttgart","JPN","MF",NA,29,3,0,0,0,40
"Arne Engels","Augsburg","BEL","MF",NA,18,5,0,0,0,26
"Kimberly Ezekwem","Freiburg","GER","DF",NA,21,0,0,0,0,0
"Ralf Fährmann","Schalke 04","GER","GK",NA,33,0,0,0,0,0
"Ohis Felix Uduokhai","Augsburg","GER","DF",NA,24,3,1,0,1,21
"Edimilson Fernandes","Mainz 05","SUI","DF",NA,26,4,0,0,0,29
"Kilian Fischer","Wolfsburg","GER","DF","FW",21,2,0,0,0,8
"Mark Flekken","Freiburg","NED","GK",NA,29,0,0,0,0,0
"Florian Flick","Schalke 04","GER","MF",NA,22,1,0,0,0,6
"Emil Forsberg","RB Leipzig","SWE","MF","FW",30,2,0,0,0,22
"Philipp Förster","Bochum","GER","MF",NA,27,4,0,0,0,28
"Timothy Fosu-Mensah","Leverkusen","NED","DF",NA,24,1,0,0,0,3
"Raphael Framberger","Augsburg","GER","DF","FW",26,0,0,0,0,4
"Bartol Franjić","Wolfsburg","CRO","MF",NA,22,0,0,0,0,1
"Michael Frey","Schalke 04","SUI","FW",NA,28,2,0,0,0,30
"Marco Friedl","Werder Bremen","AUT","DF",NA,24,8,1,0,1,24
"Marvin Friedrich","Gladbach","GER","DF",NA,26,2,0,0,0,3
"Jeremie Frimpong","Leverkusen","NED","DF","MF",21,4,0,0,0,22
"Chris Führich","Stuttgart","GER","FW","MF",24,2,0,0,0,6
"Angelo Fulgini","Mainz 05","FRA","MF",NA,25,1,0,0,0,7
"Niclas Füllkrug","Werder Bremen","GER","FW",NA,29,4,0,0,0,33
"Cristian Gamboa","Bochum","CRC","DF",NA,32,2,0,0,0,14
"Silvère Ganvoula M'Boussy","Bochum","CGO","FW","MF",26,1,0,0,0,2
"Dennis Geiger","Hoffenheim","GER","MF",NA,24,9,0,0,0,42
"Yannick Gerhardt","Wolfsburg","GER","MF",NA,28,3,0,0,0,18
"Niko Gießelmann","Union Berlin","GER","DF",NA,30,4,0,0,0,16
"Rafał Gikiewicz","Augsburg","POL","GK",NA,34,3,0,0,0,0
"Matthias Ginter","Freiburg","GER","DF",NA,28,3,0,0,0,23
"Jamie Gittens","Dortmund","ENG","FW","MF",17,1,0,0,0,9
"Serge Gnabry","Bayern Munich","GER","FW","MF",27,0,0,0,0,33
"Jacek Góralski","Bochum","POL","MF",NA,29,0,0,0,0,1
"Leon Goretzka","Bayern Munich","GER","MF",NA,27,5,0,0,0,23
"Mario Götze","Eint Frankfurt","GER","MF",NA,30,6,0,0,0,25
"Jeffrey Gouweleeuw","Augsburg","NED","DF",NA,31,12,0,0,0,36
"Ryan Gravenberch","Bayern Munich","NED","MF",NA,20,1,0,0,0,9
"Michael Gregoritsch","Freiburg","AUT","FW",NA,28,6,0,0,0,25
"Leo Greiml","Schalke 04","AUT","DF",NA,21,2,0,0,0,12
"Vincenzo Grifo","Freiburg","ITA","MF","FW",29,2,0,0,0,7
"Lennart Grill","Union Berlin","GER","GK",NA,23,0,0,0,0,0
"Christian Groß","Werder Bremen","GER","MF",NA,33,4,0,0,0,53
"Ilia Gruev","Werder Bremen","BUL","MF",NA,22,2,0,0,0,27
"Carlos Gruezo","Augsburg","ECU","MF",NA,27,5,0,0,0,12
"Raphaël Guerreiro","Dortmund","POR","DF","MF",28,4,0,0,0,8
"Josuha Guilavogui","Wolfsburg","FRA","DF","MF",31,4,0,0,0,29
"Serhou Guirassy","Stuttgart","GUI","FW",NA,26,4,1,1,2,17
"Manuel Gulde","Freiburg","GER","DF",NA,31,2,0,0,0,9
"Robert Gumny","Augsburg","POL","DF",NA,24,5,1,0,1,32
"Christian Günter","Freiburg","GER","DF","MF",29,5,0,0,0,32
"Joško Gvardiol","RB Leipzig","CRO","DF",NA,20,2,0,0,0,20
"Janik Haberer","Union Berlin","GER","MF",NA,28,1,0,0,0,34
"Alexander Hack","Mainz 05","GER","DF",NA,28,2,1,0,1,25
"André Hahn","Augsburg","GER","FW","MF",31,1,0,0,0,8
"Amadou Haidara","RB Leipzig","MLI","MF",NA,24,7,0,0,0,29
"Sébastien Haller","Dortmund","CIV","FW",NA,28,1,0,0,0,13
"Marcel Halstenberg","RB Leipzig","GER","DF",NA,30,2,0,0,0,19
"Andreas Hanche-Olsen","Mainz 05","NOR","DF",NA,25,5,0,0,0,22
"Genki Haraguchi","Stuttgart","JPN","MF",NA,31,1,0,0,0,4
"Genki Haraguchi","Union Berlin","JPN","MF",NA,31,0,0,0,0,4
"Makoto Hasebe","Eint Frankfurt","JPN","DF",NA,38,1,0,0,0,7
"Thorgan Hazard","Dortmund","BEL","FW","DF",29,1,0,0,0,14
"Jonas Hector","Köln","GER","DF",NA,32,3,0,0,0,23
"Dominique Heintz","Bochum","GER","DF",NA,28,1,0,0,0,11
"Benjamin Henrichs","RB Leipzig","GER","DF","MF",25,8,0,0,0,37
"Lucas Hernández","Bayern Munich","FRA","DF",NA,26,1,0,0,0,4
"Patrick Herrmann","Gladbach","GER","FW","MF",31,2,0,0,0,4
"Piero Hincapié","Leverkusen","ECU","DF","MF",20,13,3,2,5,40
"Adam Hložek","Leverkusen","CZE","FW","MF",20,2,0,0,0,19
"Nicolas Höfler","Freiburg","GER","MF",NA,32,9,1,0,1,66
"Jonas Hofmann","Gladbach","GER","FW","MF",30,2,0,0,0,17
"Philipp Hofmann","Bochum","GER","FW",NA,29,5,0,0,0,46
"Lucas Höler","Freiburg","GER","FW","MF",28,1,0,0,0,21
"Gerrit Holtmann","Bochum","PHI","FW","MF",27,0,0,0,0,7
"Lukáš Hrádecký","Leverkusen","FIN","GK",NA,32,0,1,0,1,1
"Timo Hübers","Köln","GER","DF",NA,26,8,0,0,0,31
"Callum Hudson-Odoi","Leverkusen","ENG","FW","MF",21,0,0,0,0,2
"Mats Hummels","Dortmund","GER","DF",NA,33,4,0,0,0,18
"Denis Huseinbasic","Köln","BIH","MF","FW",21,3,0,0,0,14
"Iago","Augsburg","BRA","DF","MF",25,6,1,1,2,13
"Arijon Ibrahimović","Bayern Munich","GER","MF",NA,16,0,0,0,0,0
"Marcus Ingvartsen","Mainz 05","DEN","FW","MF",26,2,0,0,0,33
"Ko Itakura","Gladbach","JPN","DF",NA,25,1,2,0,2,11
"Hiroki Ito","Stuttgart","JPN","DF",NA,23,5,0,0,0,16
"Lee Jae-sung","Mainz 05","KOR","MF",NA,29,2,0,0,0,18
"Paul Jaeckel","Union Berlin","GER","DF",NA,24,4,1,1,2,16
"Kristijan Jakić","Eint Frankfurt","CRO","DF","MF",25,4,0,0,0,18
"Saidy Janko","Bochum","GAM","DF",NA,26,1,0,0,0,20
"Tony Jantschke","Gladbach","GER","DF","MF",32,0,0,0,0,2
"Fredrik Jensen","Augsburg","FIN","FW","MF",24,1,0,0,0,15
"Moritz Jenz","Schalke 04","GER","DF",NA,23,5,0,0,0,19
"Stevan Jovetić","Hertha BSC","MNE","FW","MF",32,0,0,0,0,8
"Anthony Jung","Werder Bremen","GER","DF","FW",30,2,0,0,0,23
"Josip Juranović","Union Berlin","CRO","DF",NA,26,0,0,0,0,2
"Ozan Kabak","Hoffenheim","TUR","DF",NA,22,12,2,2,4,55
"Pavel Kadeřábek","Hoffenheim","CZE","DF",NA,30,1,0,0,0,24
"Florian Kainz","Köln","AUT","MF","FW",29,6,1,1,2,30
"Sasa Kalajdzic","Stuttgart","AUT","FW",NA,25,1,0,0,0,6
"Daichi Kamada","Eint Frankfurt","JPN","MF",NA,25,3,0,0,0,40
"Jakub Kamiński","Wolfsburg","POL","FW","DF",20,0,0,0,0,9
"Marcin Kamiński","Schalke 04","POL","DF",NA,30,0,0,0,0,1
"Kevin Kampl","RB Leipzig","SVN","MF",NA,31,8,0,0,0,22
"Wilfried Kanga","Hertha BSC","CIV","FW",NA,24,3,0,0,0,18
"Kenan Karaman","Schalke 04","TUR","FW",NA,28,2,0,0,0,12
"Atakan Karazor","Stuttgart","GER","MF",NA,25,10,0,0,0,24
"Thomas Kastanaras","Stuttgart","GRE","FW","DF",19,0,0,0,0,0
"Silas Katompa","Stuttgart","COD","FW","MF",23,4,0,0,0,38
"Yannik Keitel","Freiburg","GER","MF",NA,22,4,0,0,0,21
"Marc-Oliver Kempf","Hertha BSC","GER","DF",NA,27,5,0,0,0,27
"Jonjoe Kenny","Hertha BSC","ENG","DF",NA,25,3,0,0,0,29
"Rani Khedira","Union Berlin","GER","MF",NA,28,8,0,0,0,52
"Luca Kilian","Köln","GER","DF",NA,22,5,2,2,4,7
"Joshua Kimmich","Bayern Munich","GER","MF",NA,27,6,1,1,2,22
"Pascal Klemens","Hertha BSC","GER","DF",NA,17,0,0,0,0,0
"Lukas Klostermann","RB Leipzig","GER","DF",NA,26,0,0,0,0,6
"Ansgar Knauff","Eint Frankfurt","GER","DF",NA,20,1,0,0,0,15
"Robin Knoche","Union Berlin","GER","DF",NA,30,4,0,0,0,14
"Gregor Kobel","Dortmund","SUI","GK",NA,24,0,0,0,0,0
"Dominik Kohr","Mainz 05","GER","MF",NA,28,11,0,0,0,45
"Randal Kolo Muani","Eint Frankfurt","FRA","FW",NA,23,6,1,1,2,50
"Timothée Kolodziejczak","Schalke 04","FRA","DF",NA,30,0,0,0,0,0
"Manu Koné","Gladbach","FRA","MF",NA,21,12,0,0,0,52
"Odilon Kossounou","Leverkusen","CIV","DF",NA,21,3,0,0,0,17
"Tomáš Koubek","Augsburg","CZE","GK",NA,29,0,0,0,0,0
"Soichiro Kozuki","Schalke 04","JPN","FW","MF",21,1,0,0,0,7
"Alex Král","Schalke 04","CZE","MF",NA,24,3,0,0,0,21
"Andrej Kramarić","Hoffenheim","CRO","MF","FW",31,3,0,0,0,9
"Christoph Kramer","Gladbach","GER","MF",NA,31,4,0,0,0,37
"Tom Krauß","Schalke 04","GER","MF",NA,21,8,0,0,0,46
"Max Kruse","Wolfsburg","GER","MF","FW",34,0,0,0,0,3
"Lukas Kübler","Freiburg","GER","DF",NA,29,1,0,0,0,18
"Pierre Kunde","Bochum","CMR","MF","FW",27,0,0,0,0,3
"Alou Kuol","Stuttgart","AUS","FW",NA,21,0,0,0,0,0
"Daniel Kyereh","Freiburg","GHA","MF","FW",26,2,0,0,0,12
"Maxence Lacroix","Wolfsburg","FRA","DF",NA,22,1,0,0,0,19
"Aïssa Laïdouni","Union Berlin","TUN","MF",NA,25,4,0,0,0,12
"Konrad Laimer","RB Leipzig","AUT","MF",NA,25,8,0,0,0,30
"Stefan Lainer","Gladbach","AUT","DF",NA,29,2,0,0,0,10
"Vassilis Lambropoulos","Bochum","GRE","DF",NA,32,2,0,0,0,8
"Jordan Larsson","Schalke 04","SWE","FW","MF",25,0,0,0,0,7
"Danny Latza","Schalke 04","GER","MF",NA,32,2,0,0,0,13
"Diogo Leite","Union Berlin","POR","DF",NA,23,6,1,0,1,44
"Maxim Leitsch","Mainz 05","GER","DF",NA,24,0,0,0,0,3
"Tim Lemperle","Köln","GER","FW","MF",20,0,0,0,0,2
"Christopher Lenz","Eint Frankfurt","GER","DF",NA,27,1,0,0,0,19
"Jamie Leweling","Union Berlin","GER","FW","MF",21,1,0,0,0,6
"Philipp Lienhart","Freiburg","AUT","DF",NA,26,3,0,0,0,17
"Matthijs de Ligt","Bayern Munich","NED","DF",NA,22,4,0,0,0,19
"Dimitris Limnios","Köln","GRE","FW",NA,24,0,0,0,0,0
"Jesper Lindstrøm","Eint Frankfurt","DEN","MF","FW",22,2,0,0,0,19
"Dejan Ljubicic","Köln","AUT","MF","FW",24,3,0,0,0,26
"Anthony Losilla","Bochum","FRA","MF",NA,36,6,1,0,1,47
"Dodi Lukebakio","Hertha BSC","BEL","FW","MF",24,8,0,0,0,33
"Arne Maier","Augsburg","GER","MF",NA,23,3,0,0,0,12
"Linton Maina","Köln","GER","FW","MF",23,1,0,0,0,17
"Donyell Malen","Dortmund","NED","FW",NA,23,0,0,0,0,12
"Sadio Mané","Bayern Munich","SEN","FW","MF",30,2,0,0,0,16
"Myziane Maolida","Hertha BSC","COM","FW","MF",23,0,0,0,0,1
"Omar Marmoush","Wolfsburg","EGY","FW",NA,23,2,0,0,0,29
"Eric Martel","Köln","GER","MF",NA,20,6,0,0,0,40
"Aarón Martín","Mainz 05","ESP","DF",NA,25,3,0,0,0,28
"Erhan Mašović","Bochum","SRB","DF","MF",23,3,0,0,0,24
"Henning Matriciani","Schalke 04","GER","DF",NA,22,1,0,0,0,19
"Konstantinos Mavropanos","Stuttgart","GRE","DF",NA,24,9,1,1,2,24
"Philipp Max","Eint Frankfurt","GER","DF",NA,28,1,0,0,0,6
"Eric Maxim Choupo-Moting","Bayern Munich","CMR","FW",NA,33,0,0,0,0,4
"Keke Maximilian Topp","Schalke 04","GER","FW",NA,18,0,0,0,0,1
"Ibrahim Maza","Hertha BSC","GER","MF","FW",16,0,0,0,0,1
"Noussair Mazraoui","Bayern Munich","MAR","DF",NA,24,0,0,0,0,16
"Jean-Manuel Mbom","Werder Bremen","GER","MF",NA,22,0,0,0,0,1
"Thomas Meunier","Dortmund","BEL","DF",NA,30,2,0,0,0,12
"Alexander Meyer","Dortmund","GER","GK",NA,31,0,0,0,0,0
"Sven Michel","Union Berlin","GER","FW","MF",32,2,0,0,0,13
"Enzo Millot","Stuttgart","FRA","MF",NA,20,3,0,0,0,16
"Maximilian Mittelstädt","Hertha BSC","GER","DF","MF",25,5,0,0,0,13
"Anthony Modeste","Dortmund","FRA","FW",NA,34,4,0,0,0,14
"Tobias Mohr","Schalke 04","GER","DF","MF",26,0,0,0,0,5
"Clinton Mola","Stuttgart","ENG","DF",NA,21,1,0,0,0,0
"Florent Mollet","Schalke 04","FRA","MF",NA,30,1,0,0,0,4
"Youssoufa Moukoko","Dortmund","GER","FW",NA,17,0,0,0,0,8
"Florian Müller","Stuttgart","GER","GK",NA,24,0,0,0,0,0
"Thomas Müller","Bayern Munich","GER","FW","MF",32,0,0,0,0,9
"Jamal Musiala","Bayern Munich","GER","MF","FW",19,1,0,0,0,23
"Marlon Mustapha","Mainz 05","AUT","FW","MF",21,1,0,0,0,3
"Obite N'Dicka","Eint Frankfurt","CIV","DF",NA,22,4,0,0,0,31
"Nathan N'Goumou","Gladbach","FRA","FW",NA,22,0,0,0,0,7
"Stanley N'Soki","Hoffenheim","FRA","DF",NA,23,2,1,0,1,13
"Nikolas Nartey","Stuttgart","DEN","DF","MF",22,1,0,0,0,5
"Luca Netz","Gladbach","GER","DF",NA,19,0,0,0,0,5
"Manuel Neuer","Bayern Munich","GER","GK",NA,36,0,0,0,0,0
"Florian Neuhaus","Gladbach","GER","MF",NA,25,2,0,0,0,10
"Jessic Ngankam","Hertha BSC","GER","FW","MF",22,5,0,0,0,19
"Florian Niederlechner","Augsburg","GER","FW","MF",31,1,0,0,0,13
"Florian Niederlechner","Hertha BSC","GER","FW",NA,31,2,0,0,0,8
"Christopher Nkunku","RB Leipzig","FRA","FW","MF",24,4,0,0,0,18
"Felix Nmecha","Wolfsburg","GER","MF",NA,21,3,0,0,0,29
"Lukas Nmecha","Wolfsburg","GER","FW",NA,23,3,0,0,0,6
"Hugo Novoa","RB Leipzig","ESP","DF","FW",19,0,0,0,0,6
"Ørjan Nyland","RB Leipzig","NOR","GK",NA,31,0,0,0,0,0
"Tim Oermann","Bochum","GER","DF",NA,18,0,0,0,0,3
"Finn Ole Becker","Hoffenheim","GER","MF",NA,22,0,0,0,0,4
"Mathias Olesen","Köln","LUX","MF",NA,21,1,0,0,0,6
"Dani Olmo","RB Leipzig","ESP","MF","FW",24,2,0,0,0,17
"Jonas Omlin","Gladbach","SUI","GK",NA,28,0,0,0,0,0
"Karim Onisiwo","Mainz 05","AUT","FW","MF",30,4,0,0,0,49
"Willi Orban","RB Leipzig","HUN","DF",NA,29,3,0,0,0,17
"Ivan Ordets","Bochum","UKR","DF",NA,30,4,0,0,0,32
"Jordi Osei-Tutu","Bochum","ENG","DF","FW",23,3,0,0,0,8
"Patrick Osterhage","Bochum","GER","MF",NA,22,3,0,0,0,19
"Paulo Otávio","Wolfsburg","BRA","DF",NA,27,7,0,0,0,25
"Thomas Ouwejan","Schalke 04","NED","DF",NA,25,1,0,0,0,6
"Reece Oxford","Augsburg","ENG","DF",NA,23,0,0,0,0,0
"Salih Özcan","Dortmund","TUR","MF",NA,24,6,0,0,0,26
"Levin Öztunalı","Union Berlin","GER","MF",NA,26,0,0,0,0,0
"Exequiel Palacios","Leverkusen","ARG","MF",NA,23,4,0,0,0,23
"Miloš Pantović","Union Berlin","SRB","MF",NA,26,1,0,0,0,4
"Antonios Papadopoulos","Dortmund","GER","DF",NA,22,0,0,0,0,2
"Kevin Paredes","Wolfsburg","USA","FW","MF",19,2,0,0,0,4
"Felix Passlack","Dortmund","GER","DF",NA,24,0,0,0,0,0
"Paulinho","Leverkusen","BRA","FW",NA,22,0,0,0,0,0
"Benjamin Pavard","Bayern Munich","FRA","DF",NA,26,6,0,0,0,28
"Jiří Pavlenka","Werder Bremen","CZE","GK",NA,30,1,0,0,0,0
"Kristian Pedersen","Köln","DEN","DF",NA,27,1,0,0,0,5
"Mads Pedersen","Augsburg","DEN","DF","MF",25,6,0,0,0,23
"Jordan Pefok","Union Berlin","USA","FW",NA,26,3,0,0,0,37
"Dženan Pejčinović","Wolfsburg","GER","FW",NA,17,0,0,0,0,0
"Peter Pekarík","Hertha BSC","SVK","DF",NA,35,0,0,0,0,0
"Luca Pellegrini","Eint Frankfurt","ITA","DF",NA,23,1,0,0,0,8
"Ricardo Pepi","Augsburg","USA","FW",NA,19,0,0,0,0,0
"Juan Perea","Stuttgart","COL","FW",NA,22,0,0,0,0,12
"Nils Petersen","Freiburg","GER","FW",NA,33,1,0,0,0,5
"Lukas Petkov","Augsburg","BUL","MF","FW",21,1,0,0,0,4
"Luca Pfeiffer","Stuttgart","GER","FW",NA,25,1,1,0,1,14
"Maximilian Philipp","Wolfsburg","GER","FW",NA,28,0,0,0,0,0
"Maximilian Philipp","Werder Bremen","GER","FW","MF",28,1,0,0,0,7
"Amos Pieper","Werder Bremen","GER","DF",NA,24,9,0,0,0,24
"Marvin Plattenhardt","Hertha BSC","GER","DF",NA,30,3,0,0,0,21
"Alassane Pléa","Gladbach","FRA","FW",NA,29,5,0,0,0,24
"Joel Pohjanpalo","Leverkusen","FIN","FW","MF",27,0,0,0,0,0
"Sebastian Polter","Schalke 04","GER","FW",NA,31,3,0,0,0,23
"Yussuf Poulsen","RB Leipzig","DEN","FW",NA,28,1,0,0,0,10
"Grischa Prömel","Hoffenheim","GER","MF",NA,27,4,0,0,0,32
"Tymoteusz Puchacz","Union Berlin","POL","DF",NA,23,0,0,0,0,0
"Eduardo Quaresma","Hoffenheim","POR","DF",NA,20,0,0,0,0,1
