"Squad","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Alavés",499,292,58.5170340681363,565,565,34.9,341,90,251,427,766,8
"Athletic Club",462,269,58.2251082251082,516,516,32.6,341,74,267,344,684,9
"Atlético Madrid",622,367,59.0032154340836,631,631,46.9,361,83,278,386,671,7
"Barcelona",499,293,58.7174348697395,522,522,42.9,325,70,255,361,429,16
"Betis",556,315,56.6546762589928,556,556,37.9,362,74,288,453,687,11
"Cádiz",573,317,55.3228621291449,607,607,40.7,368,99,269,437,788,8
"Celta Vigo",662,368,55.5891238670695,694,694,34.3,399,89,310,405,751,12
"Eibar",514,309,60.1167315175097,518,518,39.2,360,63,297,434,593,11
"Elche",551,336,60.9800362976407,577,577,36.4,357,97,260,386,689,10
"Getafe",579,352,60.7944732297064,619,619,38.9,361,53,308,393,615,4
"Granada",499,279,55.9118236472946,468,468,39.5,388,128,260,392,764,7
"Huesca",556,321,57.7338129496403,579,579,41.3,342,83,259,437,616,7
"Levante",511,282,55.1859099804305,543,543,38.3,335,93,242,435,681,15
"Osasuna",524,281,53.6259541984733,552,552,40.6,349,100,249,392,774,7
"Real Madrid",531,318,59.8870056497175,532,532,36.1,344,83,261,398,544,12
"Real Sociedad",547,322,58.8665447897623,480,480,41.7,353,96,257,315,563,5
"Sevilla",492,297,60.3658536585366,510,510,36.1,310,90,220,362,636,10
"Valencia",463,277,59.8272138228942,592,592,33.4,372,123,249,392,785,12
"Valladolid",559,321,57.4239713774598,681,681,36.3,379,102,277,431,812,9
"Villarreal",539,313,58.0705009276438,588,588,40.6,358,101,257,371,638,17
