"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Aaron Ramsey","Juventus","WAL","MF",NA,28,1,4,0,0,28,9,32.1,0.11,0.33,17.5,0,49,41,8,4,3,1
"Adam Marušić","Lazio","MNE","DF",NA,26,1,3,0,0,11,6,54.5,0.18,0.33,12.6,0,19,10,9,6,3,3
"Adama Soumaoro","Genoa","FRA","DF",NA,27,0,1,0,0,1,1,100,1,1,5.7,0,1,1,0,1,1,0
"Adrien Rabiot","Juventus","FRA","MF",NA,24,1,2,0,0,20,6,30,0.05,0.17,19.1,0,53,38,15,6,2,4
"Adrien Tameze","Atalanta","CMR","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,8,2,3,2,1
"Alan Empereur","Hellas Verona","BRA","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Alberto Cerri","Cagliari","ITA","FW",NA,23,0,1,0,0,11,5,45.5,0.09,0.2,13.6,0,13,11,2,0,0,0
"Alberto Cerri","Cagliari","ITA","FW",NA,23,0,1,0,0,11,5,45.5,0.09,0.2,13.6,0,5,5,0,1,1,0
"Alberto Cerri","Cagliari","ITA","FW",NA,23,0,1,0,0,7,3,42.9,0.14,0.33,17.4,0,13,11,2,0,0,0
"Alberto Cerri","Cagliari","ITA","FW",NA,23,0,1,0,0,7,3,42.9,0.14,0.33,17.4,0,5,5,0,1,1,0
"Alberto Cerri","SPAL","ITA","FW",NA,23,0,1,0,0,11,5,45.5,0.09,0.2,13.6,0,13,11,2,0,0,0
"Alberto Cerri","SPAL","ITA","FW",NA,23,0,1,0,0,11,5,45.5,0.09,0.2,13.6,0,5,5,0,1,1,0
"Alberto Cerri","SPAL","ITA","FW",NA,23,0,1,0,0,7,3,42.9,0.14,0.33,17.4,0,13,11,2,0,0,0
