"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Aarón Escandell","Granada","ESP","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,0,0
"Abdallahi Mahmoud","Alavés","MTN","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Abdón Prats","Mallorca","ESP","FW",NA,26,0,0,1,0,10,4,40,0,0,15.3,0,4,3,1,0,0,0
"Adnan Januzaj","Real Sociedad","BEL","FW","MF",24,3,6,0,0,24,8,33.3,0.13,0.38,20.3,4,60,31,29,6,3,3
"Adri Embarba","Espanyol","ESP","MF","FW",27,4,6,1,1,38,14,36.8,0.03,0.07,25.6,12,42,23,19,3,3,0
"Adrià Pedrosa","Espanyol","ESP","DF","MF",21,0,1,0,0,12,5,41.7,0.08,0.2,21.8,0,28,18,10,2,0,2
"Adrián Guerrero","Valencia","ESP","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Adrián López","Osasuna","ESP","FW",NA,31,0,2,1,1,17,7,41.2,0.06,0.14,15.4,0,52,47,5,6,5,1
"Adrián Marín","Alavés","ESP","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,13,10,3,1,1,0
"Adrián Ramos","Granada","COL","FW","MF",33,0,0,0,0,6,1,16.7,0,0,12.4,0,6,3,3,1,0,1
"Aihen Muñoz","Real Sociedad","ESP","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,6,2,2,1,1
"Aimar Oroz","Osasuna","ESP","FW",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Aïssa Mandi","Betis","ALG","DF",NA,27,0,0,0,0,11,3,27.3,0,0,11.3,0,17,16,1,0,0,0
"Aitor Fernández","Levante","ESP","GK",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,0,0,0
"Aitor Ruibal","Leganés","ESP","DF","MF",23,0,0,0,0,16,3,18.8,0,0,21.5,0,36,25,11,1,1,0
"Alberto Moreno","Villarreal","ESP","DF",NA,27,0,0,0,0,9,3,33.3,0,0,18.9,0,21,19,2,2,2,0
"Aleix Febas","Mallorca","ESP","MF","FW",23,3,3,0,0,8,3,37.5,0,0,21,0,49,40,9,5,4,1
"Aleix Vidal","Alavés","ESP","MF",NA,29,4,6,0,0,23,10,43.5,0.09,0.2,18.8,4,79,41,38,11,5,6
"Alejandro Blesa","Levante","ESP","MF",NA,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Alejandro Pozo Pozo","Sevilla","ESP","MF","FW",20,0,0,0,0,7,2,28.6,0.14,0.5,23.6,0,1,1,0,0,0,0
"Alejandro Pozo Pozo","Sevilla","ESP","MF","FW",20,0,0,0,0,7,2,28.6,0.14,0.5,23.6,0,37,29,8,5,2,3
"Alejandro Pozo Pozo","Mallorca","ESP","DF",NA,20,2,3,0,0,7,2,28.6,0.14,0.5,23.6,0,1,1,0,0,0,0
"Alejandro Pozo Pozo","Mallorca","ESP","DF",NA,20,2,3,0,0,7,2,28.6,0.14,0.5,23.6,0,37,29,8,5,2,3
"Aleksandar Sedlar","Mallorca","SRB","DF",NA,27,0,0,0,0,1,1,100,0,0,10.9,0,6,5,1,0,0,0
"Aleksandar Trajkovski","Mallorca","MKD","MF","FW",26,0,0,0,0,10,4,40,0,0,20.1,0,25,14,11,1,0,1
"Alessandro Florenzi","Valencia","ITA","DF",NA,28,0,0,0,0,8,1,12.5,0,0,17.5,0,9,8,1,0,0,0
"Álex Alegría","Mallorca","ESP","FW",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Alex Baena","Villarreal","ESP","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Álex Collado","Barcelona","ESP","FW",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Álex Martínez","Granada","ESP","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Álex Moreno","Betis","ESP","DF",NA,26,4,4,0,0,24,8,33.3,0,0,15.9,0,61,43,18,5,3,2
"Álex Remiro","Real Sociedad","ESP","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Alexander Isak","Real Sociedad","SWE","FW",NA,19,1,10,0,0,44,22,50,0.2,0.41,13.5,1,31,22,9,4,2,2
"Alfonso Pedraza","Betis","ESP","DF",NA,23,0,1,0,0,15,7,46.7,0.07,0.14,18.2,0,26,18,8,0,0,0
"Allan Nyom","Getafe","CMR","DF","MF",31,0,2,0,0,13,4,30.8,0.15,0.5,15.3,0,23,17,6,1,1,0
"Alphonse Areola","Real Madrid","FRA","GK",NA,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Álvaro Morata","Atlético Madrid","ESP","FW",NA,26,2,14,3,2,66,27,40.9,0.15,0.37,12.3,0,61,42,19,5,3,2
"Álvaro Odriozola","Real Madrid","ESP","DF",NA,23,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,12,8,4,2,2,0
"Álvaro Tejero","Eibar","ESP","DF",NA,23,0,0,0,0,6,1,16.7,0,0,25,0,36,25,11,2,2,0
"Álvaro Vadillo","Granada","ESP","FW","MF",24,1,4,1,1,16,4,25,0.13,0.5,28.3,12,46,22,24,2,0,2
"Amath","Getafe","SEN","MF",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Anaitz Arbilla","Eibar","ESP","DF",NA,32,0,1,0,0,14,2,14.3,0.07,0.5,24.9,3,23,18,5,1,0,1
"Ander Barrenetxea","Real Sociedad","ESP","FW","MF",17,0,1,0,0,15,5,33.3,0.07,0.2,17.5,0,19,16,3,1,1,0
"Ander Capa","Athletic Club","ESP","DF",NA,27,4,7,0,0,16,7,43.8,0.19,0.43,18.7,0,63,47,16,5,5,0
"Ander Guevara","Real Sociedad","ESP","MF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0
"Ander Iturraspe","Espanyol","ESP","MF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,0
