"Player","Squad","Nation","Pos","Pos2","Age","Yellow_Card","Red_Card","Second_Yellow_Card","Total_Red_Cards","Fouls"
"Aritz Aduriz","Athletic Club","ESP","FW","MF",38,3,0,0,0,7
"Lumor Agbenyenu","Mallorca","GHA","DF",NA,22,5,1,1,2,13
"Martin Agirregabiria","Alavés","ESP","DF",NA,23,5,1,0,1,33
"Joseph Aidoo","Celta Vigo","GHA","DF",NA,23,4,0,0,0,17
"Jordi Alba","Barcelona","ESP","DF",NA,30,7,0,0,0,18
"Raúl Albiol","Villarreal","ESP","DF",NA,33,9,0,0,0,30
"Paco Alcácer","Villarreal","ESP","FW",NA,25,1,0,0,0,4
"Rubén Alcaraz","Valladolid","ESP","MF",NA,28,10,0,0,0,37
"Álex Alegría","Mallorca","ESP","FW",NA,26,0,0,0,0,5
"Carles Aleñá","Barcelona","ESP","MF",NA,21,0,0,0,0,3
"Carles Aleñá","Betis","ESP","MF","FW",21,1,0,0,0,9
"Sergio Álvarez","Eibar","ESP","MF","DF",27,6,0,0,0,24
"Yeray Álvarez","Athletic Club","ESP","DF",NA,24,2,0,0,0,18
"Ibrahim Amadou","Leganés","FRA","MF",NA,26,2,0,0,0,15
"Amath","Getafe","SEN","MF",NA,23,0,0,0,0,3
"Miguel Ángel Guerrero","Leganés","ESP","FW",NA,29,0,0,0,0,16
"José Ángel","Eibar","ESP","DF",NA,29,4,0,0,0,21
"Miguel Ángel Moyá","Real Sociedad","ESP","GK",NA,35,0,0,0,0,0
"Antoñito","Valladolid","ESP","DF","MF",31,1,0,0,0,18
"Anuar","Valladolid","MAR","MF","FW",24,1,0,0,0,3
"Mauro Arambarri","Getafe","URU","MF",NA,23,11,1,1,2,79
"Néstor Araujo","Celta Vigo","MEX","DF",NA,27,10,0,0,0,27
"Ronald Araújo","Barcelona","URU","DF",NA,20,0,1,0,1,2
"Anaitz Arbilla","Eibar","ESP","DF",NA,32,5,0,0,0,22
"Alphonse Areola","Real Madrid","FRA","GK",NA,26,1,0,0,0,1
"Santiago Arias","Atlético Madrid","COL","DF",NA,27,1,0,0,0,8
"José Arnaiz","Osasuna","ESP","FW","MF",24,2,0,0,0,11
"José Arnaiz","Leganés","ESP","MF",NA,24,2,0,0,0,9
"Sergio Asenjo","Villarreal","ESP","GK",NA,30,2,0,0,0,2
"Marco Asensio","Real Madrid","ESP","FW",NA,23,0,0,0,0,2
"Iago Aspas","Celta Vigo","ESP","FW",NA,31,9,0,0,0,25
"Roger Assalé","Leganés","CIV","FW","MF",25,1,0,0,0,8
"Miguel Atienza","Eibar","ESP","MF",NA,20,0,0,0,0,2
"Ezequiel Ávila","Osasuna","ARG","FW",NA,25,6,0,0,0,45
"Javier Avilés","Leganés","ESP","MF","FW",21,1,0,0,0,5
"Chidozie Awaziem","Leganés","NGA","DF",NA,22,10,0,0,0,22
"Ramon Azeez","Granada","NGA","MF",NA,26,3,0,0,0,29
"Iddrisu Baba","Mallorca","GHA","MF",NA,23,6,0,0,0,42
"Carlos Bacca","Villarreal","COL","FW",NA,32,1,0,0,0,8
"Gareth Bale","Real Madrid","WAL","FW","MF",30,4,1,1,2,16
"Mikel Balenziaga","Athletic Club","ESP","DF",NA,31,1,0,0,0,6
"Éver Banega","Sevilla","ARG","MF",NA,31,10,0,0,0,31
"Federico Barba","Valladolid","ITA","DF",NA,25,3,0,0,0,8
"Enis Bardhi","Levante","MKD","MF",NA,24,5,0,0,0,46
"Kike Barja","Osasuna","ESP","MF","FW",22,0,0,0,0,4
"Antonio Barragán","Betis","ESP","DF",NA,32,3,0,0,0,9
"Ander Barrenetxea","Real Sociedad","ESP","FW","MF",17,1,0,0,0,14
"Marc Bartra","Betis","ESP","DF","MF",28,8,0,0,0,34
"Gil Bastião Dias","Granada","POR","MF","DF",22,1,0,0,0,8
"Fran Beltrán","Celta Vigo","ESP","MF",NA,20,2,1,0,1,12
"Hatem Ben Arfa","Valladolid","FRA","MF","FW",32,1,0,0,0,2
"Karim Benzema","Real Madrid","FRA","FW",NA,31,0,0,0,0,21
"Yuri Berchiche","Athletic Club","ESP","DF",NA,29,7,0,0,0,32
"Markel Bergara","Getafe","ESP","MF",NA,33,2,0,0,0,3
"Pedro Bigas","Eibar","ESP","DF",NA,28,2,0,0,0,9
"Rubén Blanco","Celta Vigo","ESP","GK",NA,24,4,0,0,0,1
"Pablo de Blasis","Eibar","ARG","DF","MF",31,1,0,0,0,17
"Alejandro Blesa","Levante","ESP","MF",NA,17,0,0,0,0,1
"Yassine Bounou","Sevilla","MAR","GK",NA,28,1,0,0,0,0
"Filip Bradarić","Celta Vigo","CRO","MF",NA,27,2,1,0,1,14
"Martin Braithwaite","Barcelona","DEN","FW","MF",28,1,0,0,0,8
"Martin Braithwaite","Leganés","DEN","FW","MF",28,3,0,0,0,30
"Brandon","Osasuna","ESP","FW",NA,24,4,0,0,0,6
"Darko Brašanac","Osasuna","SRB","MF",NA,27,8,0,0,0,57
"Yan Brice Eteki","Granada","CMR","MF",NA,21,4,0,0,0,51
"Ante Budimir","Mallorca","CRO","FW",NA,28,12,0,0,0,67
"Esteban Burgos","Eibar","ARG","DF",NA,27,3,0,0,0,8
"Oliver Burke","Alavés","SCO","MF","FW",22,2,0,0,0,19
"Sergio Busquets","Barcelona","ESP","MF",NA,31,9,0,0,0,46
