"Player","Squad","Nation","Pos","Pos2","Age","Tackles","Tackles_Won","Tackles_Win_Percentage","Challenges","Challenges_Won","Challenges_Percentage","Total_Blocks","Shots_Blocked","Passes_Blocked","Interceptions","Clearances","Errors"
"Yunis Abdelhamid","Reims","MAR","DF",NA,35,64,35,54.6875,45,45,57.8,51,32,19,39,109,2
"Salis Abdul Samed","Lens","GHA","MF",NA,23,21,14,66.6666666666667,18,18,44.4,12,1,11,12,18,0
"Laurent Abergel","Lorient","FRA","MF",NA,30,85,52,61.1764705882353,96,96,39.6,29,6,23,61,61,3
"Matthis Abline","Nantes","FRA","FW",NA,20,9,4,44.4444444444444,8,8,37.5,3,0,3,3,5,0
"Zakaria Aboukhlal","Toulouse","MAR","MF","FW",23,9,8,88.8888888888889,12,12,25,9,1,8,1,2,0
"Akor Adams","Montpellier","NGA","FW",NA,23,12,4,33.3333333333333,7,7,42.9,9,2,7,5,11,0
"Nathaniel Adjei","Lorient","GHA","DF",NA,20,13,9,69.2307692307692,7,7,85.7,15,8,7,18,64,1
"Adson","Nantes","BRA","MF","FW",22,7,6,85.7142857142857,2,2,100,5,0,5,2,2,0
"Emmanuel Agbadou","Reims","CIV","DF",NA,26,65,41,63.0769230769231,64,64,68.8,47,25,22,55,116,1
"Ruben Aguilar","Lens","FRA","DF",NA,30,53,31,58.4905660377358,45,45,60,35,5,30,26,46,0
"Tosin Aiyegun","Lorient","BEN","MF","FW",25,6,4,66.6666666666667,9,9,33.3,4,1,3,2,8,0
"Sergio Akieme","Reims","ESP","DF",NA,25,11,5,45.4545454545455,11,11,72.7,9,3,6,10,25,0
"Maghnes Akliouche","Monaco","FRA","MF","FW",21,37,23,62.1621621621622,36,36,33.3,21,0,21,9,3,0
"Paul Akouokou","Lyon","CIV","MF",NA,25,14,9,64.2857142857143,7,7,85.7,5,1,4,6,11,0
"Mohamed Ali Cho","Nice","FRA","FW",NA,19,12,9,75,11,11,27.3,10,0,10,3,6,0
"Nabil Alioui","Le Havre","FRA","MF","FW",24,3,2,66.6666666666667,4,4,50,6,1,5,3,4,0
"Jim Allevinah","Clermont Foot","GAB","MF","DF",28,30,18,60,35,35,40,20,3,17,13,30,0
"Skelly Alvero","Lyon","FRA","MF",NA,21,8,7,87.5,9,9,22.2,5,1,4,2,5,0
"Papa Amadou Diallo","Metz","SEN","FW",NA,19,18,8,44.4444444444444,21,21,33.3,11,1,10,11,16,0
"Jordan Amavi","Brest","FRA","DF",NA,29,1,1,100,3,3,33.3,2,1,1,3,2,0
"Kelvin Amian","Nantes","FRA","DF",NA,25,16,7,43.75,15,15,73.3,6,0,6,7,28,0
"Michael Amir Murillo","Marseille","PAN","DF",NA,27,23,11,47.8260869565217,23,23,65.2,9,2,7,11,34,2
"Benjamin André","Lille","FRA","MF",NA,32,89,49,55.0561797752809,81,81,53.1,34,5,29,35,60,0
"Komnen Andrić","Clermont Foot","SRB","FW",NA,28,2,1,50,4,4,0,2,0,2,0,1,0
"Ângelo","Strasbourg","BRA","FW","MF",18,24,11,45.8333333333333,31,31,35.5,18,0,18,9,2,0
"Stredair Appuah","Nantes","FRA","FW","MF",19,0,0,NA,3,3,0,0,0,0,1,1,0
"Yoël Armougom","Clermont Foot","FRA","DF","MF",25,3,3,100,3,3,66.7,1,0,1,1,3,0
"Hákon Arnar Haraldsson","Lille","ISL","FW","MF",20,12,8,66.6666666666667,21,21,23.8,7,2,5,3,5,0
"Marco Asensio","Paris S-G","ESP","MF","FW",27,12,10,83.3333333333333,13,13,30.8,7,0,7,5,2,0
"Joel Asoro","Metz","SWE","FW","MF",24,13,9,69.2307692307692,10,10,30,7,1,6,6,9,0
"Lorenz Assignon","Rennes","TOG","DF",NA,23,24,12,50,24,24,37.5,9,4,5,9,27,1
"Youcef Atal","Nice","ALG","DF",NA,27,9,3,33.3333333333333,8,8,75,7,1,6,4,1,0
"Valentin Atangana Edoa","Reims","FRA","MF",NA,17,19,13,68.421052631579,13,13,38.5,5,1,4,6,9,0
"Arthur Atta","Metz","FRA","MF","FW",20,18,14,77.7777777777778,19,19,42.1,13,3,10,10,23,0
"Pierre-Emerick Aubameyang","Marseille","GAB","FW",NA,34,22,14,63.6363636363636,26,26,26.9,30,5,25,9,26,0
"André Ayew","Le Havre","GHA","FW",NA,33,15,11,73.3333333333333,9,9,66.7,8,3,5,2,11,0
"Neil El Aynaoui","Lens","FRA","MF",NA,22,37,20,54.0540540540541,46,46,43.5,20,6,14,32,21,1
"Shavy Babicka","Toulouse","GAB","FW","MF",23,11,8,72.7272727272727,5,5,40,6,1,5,0,2,0
"Tiemoué Bakayoko","Lorient","FRA","MF",NA,28,34,17,50,28,28,53.6,10,4,6,26,15,1
"Dilane Bakwa","Strasbourg","FRA","FW","MF",20,30,22,73.3333333333333,40,40,27.5,26,1,25,20,11,0
"Aliou Baldé","Nice","GUI","FW","DF",20,4,1,25,1,1,100,2,1,1,3,0,0
"Carlos Baleba","Lille","CMR","MF",NA,19,6,2,33.3333333333333,4,4,75,0,0,0,2,0,0
"Leonardo Balerdi","Marseille","ARG","DF",NA,24,79,50,63.2911392405063,67,67,73.1,38,15,23,51,91,0
"Folarin Balogun","Monaco","USA","FW",NA,22,12,4,33.3333333333333,13,13,38.5,10,0,10,3,4,0
"Mohamed Bamba","Lorient","CIV","FW",NA,21,14,9,64.2857142857143,10,10,40,7,1,6,2,3,0
"Mamady Bangré","Toulouse","BFA","FW","MF",22,4,2,50,4,4,75,0,0,0,4,3,0
"Bradley Barcola","Lyon","FRA","FW",NA,20,5,2,40,7,7,14.3,4,0,4,2,0,0
"Bradley Barcola","Paris S-G","FRA","FW","MF",20,34,16,47.0588235294118,25,25,28,27,2,25,10,13,1
"Melvin Bard","Nice","FRA","DF",NA,22,69,38,55.0724637681159,63,63,58.7,46,12,34,42,46,0
"Steven Baseya","Strasbourg","FRA","DF",NA,18,2,1,50,1,1,100,0,0,0,0,1,0
"Yanis Begraoui","Toulouse","MAR","FW","MF",22,5,3,60,9,9,33.3,4,0,4,5,5,0
"Jérémie Bela","Clermont Foot","ANG","MF","FW",30,1,1,100,3,3,33.3,1,0,1,0,1,0
"Reda Belahyane","Nice","FRA","MF",NA,19,1,0,0,1,1,100,0,0,0,0,0,0
"Jean-Ricner Bellegarde","Strasbourg","FRA","MF","FW",25,5,3,60,6,6,50,4,0,4,4,0,0
